Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188)
9.999999999999999e-10,0.002778223677665735,4.3476153647359828e-26,2.8509788713398888e-30,8.247128474062901e-27,3.2646768744885974e-29,2.6469609397702939e-29,0.0,0.0,2.3698067538968994e-21,1.8556362536127752e-28,1.2073280603125319e-40,1.5629764249349414e-44,5.6015193006883875e-53,4.5429746312961236e-27,1.1264551991311528e-39,1.0769039704308706e-21,4.3117134295782487e-27,3.613739144787476e-43,2.1619704933799996e-44,4.5458170077449437e-24,1.0823767289925742e-46,4.1890055562374154e-45,5.1874813180323144e-37,2.9740838292868106e-31,5.0280837857036441e-49,2.1285492761286555e-23,2.053814169277612e-43,2.1362299940059242e-21,1.0986917989643564e-42,2.8881595646284088e-63,2.5123215557710935e-44,5.4191653328415173e-71,3.8263283699646632e-30,1.5621158859602911e-31,4.5363615747577666e-28,3.7156618955304326e-27,5.5536944388102649e-31,1.2080403958806658e-22,2.053872916187214e-40,4.5650003744733126e-47,5.2744134306758266e-38,2.535025125847764e-36,1.3002473539718234e-29,1.0535340765709378e-27,9.4330251701323777e-44,4.8917504190163137e-46,3.1718669350052137e-45,3.046116404932526e-57,1.5623139338302502e-61,1.6284796901422728e-58,3.7813931547683049e-99,5.8244400097678358e-83,6.9223913505026447e-47,1.7622442808002318e-35,5.3585068758169868e-38,2.1680743583684719e-40,3.5618696103603944e-49,4.1952158319768114e-37,1.0164572722759476e-41,5.0187107725525502e-60,1.9481387437779422e-28,1.1066651366855712e-29,2.8906556905647093e-33,3.2422675647921285e-40,3.9521422410645155e-58,2.3595614457402994e-63,1.7671408848227127e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0950127329880565e-21,2.1179439083072255e-21,2.1990897995842711e-21,8.4930070893796432e-22,7.2355795683106644e-22,3.6156542059728615e-22,1.4351390953451288e-22,1.4347257147713752e-22,1.7391627340634049e-22,1.480645652704205e-22,3.9789762302280329e-23,7.4065175031244926e-23,1.7858998237631813e-25,5.5209889118772457e-26,1.9328218144884071e-26,4.4552987888260875e-26,1.0052775648124879e-25,3.8433841895661591e-25,1.095567753764187e-21,3.4519966626926889e-23,2.57876888354068e-24
1.0485750000000002e-09,0.002778223677665735,4.5563448258306291e-26,3.0629148931814251e-30,8.8595612039803048e-27,3.5076424404761561e-29,2.8799598827973828e-29,0.0,0.0,2.4850386730795395e-21,1.9942500456693907e-28,1.3216777631352019e-40,1.7013816158162632e-44,6.1295540362255938e-53,4.8811868007074568e-27,1.2249426527170887e-39,1.128664304111535e-21,4.6327046525958749e-27,3.8851109252978425e-43,2.3058934576096446e-44,4.8822520098531519e-24,1.1853959645023073e-46,4.4205962671276968e-45,5.6397758903499762e-37,3.1954708901573473e-31,5.4997660589307871e-49,2.287011761367565e-23,2.2484956074679543e-43,2.2368120917935765e-21,1.1945288333341196e-42,3.1364644101428699e-63,2.7336127277815851e-44,5.928598938209479e-71,4.1634667820677096e-30,1.6386520014814083e-31,4.8720822485325004e-28,3.9909364170423907e-27,5.9619779273332293e-31,1.29744327297643e-22,2.2344747219171879e-40,4.9595789452625651e-47,5.738881443155559e-38,2.7568674842413743e-36,1.4132960253347095e-29,1.1293852108025224e-27,1.0304757900613498e-43,5.3529038934671755e-46,3.4721538106942528e-45,3.3450848420374987e-57,1.7160507761512768e-61,1.7827204604159402e-58,4.1632787122874937e-99,6.407353268740963e-83,7.5973370240146906e-47,1.9152202297691781e-35,5.8663456712227502e-38,2.3577552160183802e-40,3.8909916334941317e-49,4.5602768344025918e-37,1.1127818029718702e-41,5.4940681040307498e-60,2.1193800679068872e-28,1.1595510740167968e-29,3.1048453408251219e-33,3.5200847872956503e-40,4.2999991064053454e-58,2.5961466376980397e-63,1.9349008002909137e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.1931331784344882e-21,2.2171873436567009e-21,2.3048782278259686e-21,8.8639714411190972e-22,7.5516441464989437e-22,3.7735368673842404e-22,1.5411871981595412e-22,1.5407587218146958e-22,1.8652203947813498e-22,1.5879692959815656e-22,4.2752702805728492e-23,7.9432777036975828e-23,1.919865958770091e-25,5.9280129890934965e-26,2.0763081190426819e-26,4.783780288330193e-26,1.0799795810654766e-25,4.1284374159507998e-25,1.1487170226151893e-21,3.6197213874931719e-23,2.7712629459996088e-24
2.0971510000000003e-09,0.002778223677665735,8.9116530345410808e-26,1.1951581281263946e-29,3.4316959690035397e-26,1.3765898070702937e-28,2.2362144154329794e-28,0.0,0.0,4.9791686253578699e-21,7.9896371757399528e-28,1.9063300086354797e-39,1.4003142131797953e-43,8.7488555206641216e-52,1.91975785666682e-26,8.8152797731494001e-39,2.2131573838969985e-21,1.8219835896584141e-26,1.5738372277207283e-42,6.1670666813084521e-44,1.8619348878207316e-23,1.9218954701197352e-45,9.5577866167189394e-45,3.9445286653197168e-36,1.256032823865904e-30,7.7125509922604936e-48,8.9944663050998806e-23,3.2758282557706955e-42,4.2297736526208685e-21,8.3681509632879316e-42,1.937227504957478e-62,2.1462872007493172e-43,7.3845394103293876e-70,3.278561975267445e-29,3.2542790166380982e-31,1.8576254725922683e-27,1.5239029633758944e-26,2.1954312473585724e-30,4.9468624407945035e-22,1.7155090648112642e-39,3.1848834598166506e-46,4.4545612390047412e-37,1.9987617860570475e-35,9.5786685572956548e-29,3.7789011651031266e-27,1.2326552797853787e-42,6.8859118864549029e-45,4.9285061988864303e-44,8.4800680615716503e-56,4.9049824855613903e-60,2.5426693437187227e-57,3.6953783975015106e-97,3.1568926653648287e-81,1.953764858940541e-45,1.272495494526762e-34,8.5313300334794196e-37,1.6984720126923064e-39,3.6822438171085807e-48,3.4440750970120566e-36,1.6091622417995862e-40,7.8224696969676642e-59,1.6213469830987912e-27,2.2074842757513438e-29,1.1903424082434769e-32,2.3057114580309533e-39,3.3683044483356289e-57,1.5050000788567719e-61,2.8312860311921075e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.110505597720227e-21,4.1590135394616401e-21,4.5267154628612552e-21,1.4993075640828199e-21,1.2774237944822081e-21,6.3802920829351711e-22,5.831333441286222e-22,5.8339787759941373e-22,6.4650555590988025e-22,5.5048528387542781e-22,1.6836773394100747e-22,2.7514033876756738e-22,7.7836452261088879e-25,2.2207955718643524e-25,8.0865720172617681e-26,1.7929519508913188e-25,4.2137347878331658e-25,1.5928146639481096e-24,2.2918605648669292e-21,7.241349659712952e-23,1.1059917989319541e-23
4.194303e-09,0.002778223677665735,1.7037598928374619e-25,4.5553985845660545e-29,1.2894546689700209e-25,5.2990056474339699e-28,1.6877018086602178e-27,0.0,0.0,9.9900539475899769e-21,3.2047565463516587e-27,2.5337096721355732e-38,1.1411148495461348e-42,1.1995495796561494e-50,7.4291102068110398e-26,5.8246973616015145e-38,4.2582688145593572e-21,7.0505007910625711e-26,6.2461621567282872e-42,1.4333763344481993e-43,6.8081958725317225e-23,3.1394267977279222e-44,2.0177305484330485e-44,2.4945765632015445e-35,4.8550196397526372e-30,1.0746732399573062e-46,3.480528485989775e-22,4.3966316361976157e-41,7.6108024299795103e-21,5.2573482857845893e-41,1.0388025251776007e-61,1.6593637723249512e-42,8.0663107468125017e-69,2.5430003821457135e-28,6.3916153146896005e-31,6.789319589470478e-27,5.5738977985660761e-26,7.5059700740927401e-30,1.8079803442961924e-21,1.2670121575021557e-38,1.7652725816653187e-45,3.2993021558566535e-36,1.3254393198543798e-34,5.7204943634021325e-28,1.1020623105224222e-26,1.4240900687019894e-41,7.4334122297982715e-44,6.3290766710890385e-43,1.7787615639402349e-54,1.2557573490265854e-58,3.2410897350735227e-56,2.6826951806380073e-95,1.3192046461940838e-79,4.9960476695427515e-44,7.2726406041014133e-34,1.1381012963263182e-35,1.1151272903297737e-38,2.7364482213990141e-47,2.613896277757127e-35,2.1277296235706266e-39,1.0060897939984797e-57,1.1923563916048939e-26,3.9854175305611107e-29,4.3850989988147438e-32,1.3868265118920257e-38,2.6048387757535007e-56,7.9925717997642873e-60,3.7660570119737385e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.281442353937126e-21,7.3780404839529827e-21,8.7362333129792198e-21,2.2601633450626857e-21,1.9257165130953103e-21,9.6119940707227418e-22,2.1027260036828938e-21,2.1063848238267207e-21,2.0314591571777583e-21,1.7300696504426875e-21,6.5321539607785034e-22,8.6357006501615165e-22,3.1096465516265219e-24,7.9028182236461925e-25,3.1166994527291055e-25,6.3872066498754874e-25,1.613942209145559e-24,5.9610282503975354e-24,4.5615734827150812e-21,1.4481464062392519e-22,4.4039820535657658e-23
8.388607e-09,0.002778223677665735,3.1155553137718935e-25,1.6634708366666337e-28,4.5951832455510555e-25,1.9644341003246276e-27,1.2122682944507063e-26,0.0,0.0,2.0078927361510248e-20,1.2875523030848786e-26,5.9941120048115921e-37,8.8427672247141771e-42,1.5006427293537184e-49,2.7890046369021797e-25,7.2880122013083162e-37,7.9065385891961223e-21,2.6466594427910904e-25,2.3251949719796777e-41,1.2795827550113949e-37,2.3192077407873692e-22,5.1585728617063292e-43,4.2604552696094921e-44,1.3659038531452488e-34,1.8184705760174112e-29,1.4087217083997936e-45,1.3065071618380766e-21,5.1738450311892989e-40,1.2590911258228235e-20,2.7881545583242696e-40,-9.5200375333078814e-61,1.2488990186729669e-41,7.6406019566005448e-68,1.9173236728631303e-27,1.2572214836591994e-30,2.3106790329152324e-26,1.8978542175381342e-25,2.2592765071340311e-29,6.1531639280222984e-21,8.7396894010961496e-38,8.067853151792822e-45,2.2089017335836726e-35,7.5232209156360865e-34,2.8425708246561192e-27,2.6269701370384029e-26,1.459332416764187e-40,6.1458938816878473e-43,6.9364540439611936e-42,2.7824279943176373e-53,2.6528165917036791e-57,3.3939528392787827e-55,1.4867299076413997e-93,4.6665467392838059e-78,1.1773354091378417e-42,3.2904551765801223e-33,1.3068943999135924e-34,6.2920756237588112e-38,1.545480549056007e-46,1.9495073573734704e-34,2.4321958113527972e-38,1.1034879949244405e-56,8.2047299328461263e-26,6.6046895474337951e-29,1.5063915892122615e-31,7.2863451995886895e-38,1.9613434146957547e-55,3.6807003715999032e-58,4.3178324575680685e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1752283609674467e-20,1.1935413854446745e-20,1.6312348806390701e-20,2.9488286777450091e-21,2.5118711887559376e-21,1.2528664892195763e-21,7.0057697741727882e-21,7.0322337421407184e-21,5.6347858854582235e-21,4.7996666982044938e-21,2.4637744930560549e-21,2.3910711466569584e-21,1.1831549743831362e-23,2.6001606141758297e-24,1.1981039003909131e-24,2.1064255614261317e-24,6.0042398181380397e-24,2.1251667595203667e-23,9.0357258981045515e-21,2.8923779689250571e-22,1.7458017074627571e-22
9.999999999999999e-09,0.002778223677665735,3.5285545140266429e-25,2.4306875084680025e-28,6.6036466012375064e-25,2.8958864682861872e-27,2.5253503033903379e-26,0.0,0.0,2.3985480418561542e-20,2.0353982121537669e-26,5.3901380124725564e-37,1.8799682456206871e-41,4.3198213010723721e-49,4.1594152285288956e-25,5.3780860836152806e-37,9.0348193749059723e-21,3.9467426547727179e-25,3.3259287954480047e-41,1.0369751813912883e-38,3.2409607704359987e-22,2.0271653291577448e-42,5.1604428476310144e-44,2.3062267750474843e-34,2.7063383857223824e-29,4.2572294475852455e-45,1.9482374460979514e-21,1.3942272255320314e-39,1.3706150398114109e-20,4.5193809744782028e-40,-3.7284161405890054e-61,2.7334925813786886e-41,1.829422079484155e-67,4.1899203965335872e-27,1.508300648940825e-30,3.2266372426709641e-26,2.6505350863267758e-25,2.904628200556092e-29,8.5921446249239983e-21,1.7481941262598514e-37,1.2221579041505146e-44,4.1774870295738118e-35,1.2518713009733294e-33,4.4590628219901392e-27,3.0574799180174118e-26,3.5498671644494163e-40,1.1880708442214372e-42,1.7383826731777664e-41,7.8908888384891929e-53,1.0272496544537617e-56,7.8584154784369181e-55,1.2678417093706246e-92,3.0907260389128454e-77,5.4699843503447641e-42,4.7499392302521624e-33,3.3424730538311456e-34,1.0578462186404202e-37,2.507877871044562e-46,4.2464644604248979e-34,6.308351178055753e-38,2.766228329691483e-56,1.6457874844185089e-25,7.1915215970481854e-29,2.1111766263654468e-31,1.2110605718084639e-37,4.2851692644876173e-55,2.956062859489966e-57,1.1210598144633694e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2687853974733143e-20,1.289541840356899e-20,1.8693191678486736e-20,3.0286852504639303e-21,2.5793788705232507e-21,1.2863862095896749e-21,9.6676681650644785e-21,9.7152047137794383e-21,7.204265121807503e-21,6.1366774537929029e-21,3.6877943766635141e-21,3.0542611379316074e-21,1.7418629465345651e-23,3.5819938287790598e-24,1.8642725269909339e-24,2.9071688986554878e-24,8.9473210074398358e-24,3.0785751976382669e-23,1.0706003089039745e-20,3.4432301143628503e-22,2.7281943527398116e-22
1.6777215e-08,0.002778223677665735,5.2655512460184658e-25,5.657456109536969e-28,1.5050864617642302e-24,6.8133994275299031e-27,8.0479255455664067e-26,0.0,0.0,4.0415705681141125e-20,5.1806970390881717e-26,2.8499373286604694e-37,6.0676589741146595e-41,1.6176754590425296e-48,9.9231036755629027e-25,-2.6547028969257917e-37,1.3780155531339932e-20,9.4146474089140567e-25,7.5348264879518882e-41,-4.8418539802286096e-37,7.1176801423273655e-22,8.3834418790452738e-42,8.9456208356085843e-44,6.2610476109079282e-34,6.4405429143194937e-29,1.6237515682925579e-44,4.6472339717377516e-21,5.082062316648173e-39,1.8396635852265685e-20,1.180059271857458e-39,2.0630050960270505e-60,8.9774130663706646e-41,6.3101332030157611e-67,1.3748033535048089e-26,2.5642922569061787e-30,7.0789846951730514e-26,5.8161688418211962e-25,5.6188556900235274e-29,1.8850037369743344e-20,5.4250203536017726e-37,2.9691366613901663e-44,1.2456985449117543e-34,3.3528810454923314e-33,1.1257723242950198e-26,4.8681228495044276e-26,1.2342261974426604e-39,3.60002567223787e-42,6.132350556273957e-41,2.9376111537130797e-52,4.2319433121490325e-56,2.6635103204548522e-54,5.9748542303823562e-92,1.412707521992779e-76,2.3524056072191459e-41,1.0888253856669784e-32,1.1903732899821458e-33,2.8606195525297198e-37,6.5555394697611217e-46,1.3907032759503212e-33,2.2610729488964272e-37,9.7594005340440157e-56,5.1169045545745874e-25,9.6596265032550474e-29,4.6547884116779893e-31,3.2400535455807574e-37,1.4058742444088855e-54,1.3840672495616636e-56,4.0200270438026151e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.6622686452987134e-20,1.6933016450959992e-20,2.8706567698745213e-20,3.364546931927896e-21,2.8633034460232435e-21,1.4273638306219357e-21,2.0863110681711284e-20,2.0999274530115069e-20,1.3805198738110237e-20,1.1759892490680312e-20,8.8357911195330334e-21,5.8435131433185183e-21,4.0916832879933246e-23,7.7113991256292015e-24,4.6660521106946397e-24,6.274944330360141e-24,2.132536533452454e-23,7.0884312463732541e-23,1.7730873888753957e-20,5.7600103305132251e-22,6.8599525094783246e-22
3.3554431e-08,0.002778223677665735,7.9323607116029766e-25,1.7403487564088571e-27,4.3686419073475905e-24,2.1422977895581121e-26,4.7730082670820539e-25,0.0,0.0,8.1363064825744606e-20,2.0855701692290375e-25,7.3539587728956801e-36,-9.0989353121191042e-36,1.4315732388772772e-47,3.2401575001692141e-24,2.4247651409526375e-36,2.1694107990584479e-20,3.0724343294730046e-24,-1.3727376848649856e-36,-6.8807120893952536e-37,1.9258906038868914e-21,1.2830790117848566e-40,-1.0610097058285998e-39,2.3641896987647683e-33,2.0844205482825417e-28,1.5170197783955365e-43,1.5164415527921096e-20,4.0981836095743624e-38,2.3173393161557742e-20,3.9080724678539747e-39,-7.3920994811510129e-56,-3.9233629229603515e-37,-2.9555603521847343e-63,9.095761710272874e-26,5.6692180397221637e-30,1.9091813857349e-25,1.5692177325916875e-24,1.1266859126870301e-28,5.0833738721569884e-20,2.9401572192222399e-36,-1.1324727913453405e-36,5.7041060518142835e-34,1.102073532953212e-32,3.5389932206010789e-26,6.9801800385015802e-26,8.3561108807498276e-39,1.4662656367297693e-41,4.2724054759890976e-40,1.9865139897125367e-51,4.9229244131560488e-55,1.5107259994146208e-53,-8.1301711113312054e-88,3.1288870820149545e-75,3.7128246649823e-40,2.5893005593423412e-32,8.104733346488134e-33,1.0097454192365379e-36,2.132716546558974e-45,9.1800887647963105e-33,1.6503170688901093e-36,6.8006511647987956e-55,2.8289566987884849e-24,1.2177176750870855e-28,1.2632787720603665e-30,1.2048946606263341e-36,9.3026104383207069e-54,4.1002559041248524e-55,2.9363103226462134e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.0279130243419266e-20,2.0723824403344831e-20,4.5861697223745278e-20,3.5473813682778281e-21,3.011856141489348e-21,1.5010218259650476e-21,5.4614143882168629e-20,5.5134828460745133e-20,3.0803957195254123e-20,2.6235460289971882e-20,2.9192690700363398e-20,1.3000246242767764e-20,1.2370524708582194e-22,2.0472423393075082e-23,1.8696026737381342e-23,1.6785340106784624e-23,7.0463430741600652e-23,2.1879387265842891e-22,3.4168286627749342e-20,1.1405706693780992e-21,2.6500362408713085e-21
6.7108863e-08,0.002778223677665735,1.0551780960849484e-24,4.7800755616281438e-27,1.0823228864337859e-23,6.0290870450964174e-26,2.4435369133744037e-24,0.0,0.0,1.6358897935065994e-19,8.3888184905414112e-25,1.4062973490746013e-34,-2.4285943626445156e-35,1.0184474825885412e-46,9.4137859187550126e-24,2.1519746437498283e-35,2.9737162131338467e-20,8.9144803062061338e-24,-2.7545609150238203e-36,1.452339161695792e-37,4.6337646052634165e-21,1.7034280432916494e-39,8.0802332808344852e-41,7.3438066001149357e-33,5.958590883991741e-28,1.0579703168682885e-42,4.3988746961734021e-20,2.8187489090882585e-37,2.5649651909831096e-20,1.0491656120725117e-38,1.3985797411140157e-56,-8.403511614968144e-37,-6.7940029621645466e-63,5.3889326317721392e-25,1.3505116243007509e-29,4.5684802144739515e-25,3.7574815874721376e-24,2.0896268926259222e-28,1.2161904439605765e-19,1.3793385911278245e-35,-6.5000902540750204e-37,2.3268990063591255e-33,2.8935847211966975e-32,9.2165306883563747e-26,8.211066330697706e-26,4.636366769965054e-38,4.4079179567410179e-41,2.411989980990569e-39,8.7881367124526903e-51,4.6269030698648498e-54,6.9407093207621414e-53,-7.0757548667778692e-87,4.0854368829345218e-74,4.4943320671526124e-39,5.1913178458391079e-32,4.3854361668425544e-32,2.8268263427778691e-36,5.6445348603271554e-45,5.4340441602657865e-32,9.6208417928684989e-36,3.8396643126119322e-54,1.3916919555686293e-23,1.3492460303203897e-28,3.0348758547169249e-30,3.7470903542950975e-36,5.5132551987423516e-53,9.7068993319462762e-54,1.7123934477484163e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.200093086397117e-20,2.2545527875931997e-20,6.4023759416643101e-20,3.6741436820879102e-21,3.104533069875058e-21,1.5470395548140973e-21,1.276107127842496e-19,1.2916207490412816e-19,6.5077017178879613e-20,5.53940928345948e-20,8.6011846688842415e-20,2.7384881186657628e-20,3.2381693573806267e-22,5.0000046818597981e-23,7.7833120030092932e-23,4.1504613079607379e-23,2.1146848778484844e-22,6.2098323895983597e-22,6.3656216523205822e-20,2.2344343928346912e-21,9.9156204278595051e-21
9.999999999999998e-08,0.002778223677665735,1.1681686682218606e-24,8.2645287458640324e-27,1.6358646597452843e-23,1.0671453564186548e-25,6.3821232959056602e-24,0.0,0.0,2.4437386292236488e-19,2.0792911895705683e-24,5.0500400777327573e-34,-3.9501348985554491e-35,3.4202127516029917e-46,1.6614333577018726e-23,3.9832753358306156e-35,3.242854307394603e-20,1.5698518527629264e-23,-3.1177928507783003e-36,1.7938081193397086e-37,7.3957491121222264e-21,9.7873861154011002e-39,-6.6567697681761865e-41,1.3117622891485284e-32,1.0335595443318696e-27,3.1266509681890253e-42,7.7439258373850636e-20,1.0102607059030193e-36,2.601409254960953e-20,1.7363372179920399e-38,-7.8346199174542334e-57,-1.1992170492985701e-36,-9.8787072670777213e-63,1.6592166965595714e-24,2.277243886904914e-29,7.2507795271770777e-25,5.9688496327504561e-24,3.5409650741339506e-28,1.9297925198195139e-19,3.4706752214235293e-35,-5.9589879414653462e-37,6.6469602365770648e-33,5.6034431996267726e-32,1.5152796511622233e-25,8.4793147039597956e-26,1.3310539652720708e-37,7.5757234574408246e-41,6.9838234943460514e-39,1.8084747945008741e-50,2.5176750892945401e-53,2.078731904522518e-52,-1.5243895451947929e-86,1.658945460184206e-73,2.3144683596359468e-38,8.9545491914603653e-32,1.4298241765128234e-31,4.7410280749003911e-36,9.3272304987804359e-45,1.6727185195421363e-31,2.8210271173354897e-35,1.1117999810322884e-53,3.7797049885616544e-23,1.3697494432980232e-28,4.8256413219006017e-30,6.7615594721000857e-36,1.6979859042629817e-52,1.0017774139006131e-52,5.0218000792285287e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2265662328004761e-20,2.2848787629058216e-20,7.0447727535195811e-20,3.7757629126427448e-21,3.175996981444318e-21,1.582541654231689e-21,2.0051716218212104e-19,2.0320499749401238e-19,9.8762632367417734e-20,8.4001183680378728e-20,1.5306338752277889e-19,4.148844905863286e-20,5.343256467216742e-22,8.3698109936759483e-23,2.0527447508244677e-22,7.0441950322482754e-23,3.9232302823776165e-22,1.1038963307207307e-21,8.7252145391909961e-20,3.2413221121050462e-21,2.2241473226839327e-20
1.34217727e-07,0.002778223677665735,1.2857164608370773e-24,1.1889519508648078e-26,2.2117322949160835e-23,1.55010594906757e-25,1.0479563697658032e-23,0.0,0.0,3.2841702299261079e-19,3.3697296496955924e-24,8.8407449702835993e-34,-5.5330433482461392e-35,5.9188478183450789e-46,2.4105299122568499e-23,5.8884374205749503e-35,3.5228474810788946e-20,2.2756175665423634e-23,-3.4956749293251245e-36,2.1490494590244426e-37,1.0269132049109919e-20,1.8197392446008883e-38,-2.1988156674296667e-40,1.9124313070856807e-32,1.4889136632509123e-27,5.2787671986822209e-42,1.1223892089418834e-19,1.7680243237476636e-36,2.6393232082537318e-20,2.4512243443782771e-38,-3.0535114679186323e-56,-1.5725569851728796e-36,-1.3087826178997486e-62,2.8247258547008738e-24,3.2413538100091721e-29,1.0041263347008643e-24,8.2694082321645559e-24,5.050839715424649e-28,2.6721761296769184e-19,5.6463612088236747e-35,-5.3960614846527856e-37,1.1141261415611459e-32,8.4225977221218723e-32,2.1328488259217993e-25,8.758382271750968e-26,2.2334565780274052e-37,1.0871295264886838e-40,1.1740051625026025e-38,2.7756317072604937e-50,4.6555430587165621e-53,3.5192400615595403e-52,-2.3741479607855024e-86,2.9597793739182961e-73,4.2547255087896338e-38,1.2869562005468923e-31,2.461085807164909e-31,6.7324348265944932e-36,1.3158459379092029e-44,2.8475809662658585e-31,4.7549463358388315e-35,1.868989059278756e-53,6.264033153787363e-23,1.3910798153017923e-28,6.6886332846630501e-30,9.8976104186812903e-36,2.8908942550667026e-52,1.9429752128714124e-52,8.4646841804371984e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2541071139947379e-20,2.316427868193852e-20,7.7130791952742128e-20,3.8814807262007058e-21,3.2503432290802418e-21,1.6194756509432655e-21,2.7636412916400688e-19,2.8023427475684441e-19,1.3380688104597368e-19,1.1376207716439648e-19,2.2281930137838665e-19,5.616085260519375e-20,7.5332475288085393e-22,1.1875530860417012e-22,3.378558904251733e-22,1.0054640994890563e-22,5.8047192962503349e-22,1.6062866353976493e-21,1.1179976295650612e-19,4.2888203818561245e-21,3.5064461563109913e-20
2.68435455e-07,0.002778223677665735,1.5217318343897469e-24,2.760553856750234e-26,3.654603482348971e-23,3.7922491344579981e-25,3.7036567488426169e-23,0.0,0.0,6.5894408410889938e-19,1.3525641553105892e-23,4.3946815391968911e-33,-5.2847844473841353e-35,2.9431858151293252e-45,5.5716387406472235e-23,1.3628555912088746e-34,3.7523217486685564e-20,5.2242830886122843e-23,-8.6897047799431933e-37,-2.620996654730272e-38,2.1765176282106715e-20,1.5482277264012523e-37,1.5662516256301553e-40,4.4437634692021256e-32,3.3943886305466379e-27,1.9736839887215186e-41,2.5742902104837716e-19,1.0529839963145259e-35,2.6528341744274572e-20,5.3230831297877155e-38,5.7586313727786932e-57,-9.1020950407220701e-37,-7.6449793530501733e-63,1.3310055497467738e-23,7.4110570840033436e-29,2.1042861088293824e-24,1.7374365689533763e-23,1.7520649310556243e-27,5.595934322353643e-19,2.025349987135165e-34,2.0648939415116641e-37,7.4510813151605612e-32,3.3325759131679236e-31,4.683380997066659e-25,9.2216867590898479e-26,9.8978066038324686e-37,2.4189049713507186e-40,5.240969259773343e-38,7.045730882933594e-50,6.2424767123980095e-52,2.4244090433529668e-51,-3.8196827718496173e-86,1.2987855320920415e-72,3.3089115592308265e-37,4.5325694818866523e-31,1.7679908099175493e-30,1.4689016201011242e-35,2.8993148463634039e-44,1.3417256864303481e-30,2.127300231208276e-34,8.3436761197053284e-53,2.6670130839513994e-22,1.4036810539803464e-28,1.4056438998935934e-29,2.3074408916298687e-35,1.3625918592707158e-51,3.5081661572872503e-51,3.787298206621603e-46,0.88168480800000004,0.0,0.0094599999999999979,0.10885,2.2811565543371804e-20,2.3551715262440997e-20,8.3006756550439754e-20,4.2914693096880627e-21,3.5380930718693392e-21,1.7623727760526227e-21,5.745726159752994e-19,5.8320416688204257e-19,2.7176132126719882e-19,2.3054438644407805e-19,5.1683686487015259e-19,1.1375963330850376e-19,1.6268803936724484e-21,2.9155292369861738e-22,1.515694924881035e-21,2.5413317340319519e-22,1.5557899875351771e-21,3.7839460704075975e-21,1.7921771022041541e-19,7.9222551354994628e-21,1.1328476390067795e-19
