Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194)
1.023e-12,0.002280942759401671,2.9626220574844233e-33,4.339029253127872e-39,1.696379285160149e-35,2.273545410735952e-42,1.3653454452968858e-42,0.0,0.0,1.5213628960686658e-25,1.3319769251295828e-36,1.2329460325839392e-45,8.7479585891771115e-50,2.2524848304952237e-52,5.7196377992374859e-71,4.7698538864578086e-60,1.9131300536258453e-45,1.4606680261692561e-25,1.6963752056431043e-35,3.5352463143303941e-97,6.1765302638497369e-100,1.4233411290300728e-62,1.686415844571179e-60,5.4036663503326422e-43,2.4114532950520511e-48,4.2958637150460206e-39,5.3916099772114627e-65,4.6883770990593817e-57,3.0299548289049088e-33,3.3194313326259921e-38,1.2500811330560914e-27,3.2026722259290178e-48,1.1454372369206156e-64,7.1234512118590257e-62,6.3903748914003034e-47,4.4944408205059141e-79,2.5243509434203835e-63,4.0407418266892089e-30,1.2244954833311288e-40,1.6587513525311884e-44,2.1292754253493318e-50,9.8427448010231788e-32,1.1499414119411317e-73,6.534747898490334e-65,1.5403899584805847e-59,4.2571690403584682e-50,1.1255919387171324e-44,3.8071120546069313e-61,1.7392829938813551e-63,1.3014304601542887e-62,7.7514252729584391e-97,1.4321956301066924e-90,7.6520959070355202e-140,9.2015418363869137e-118,1.4893111186917998e-60,5.0182511338153647e-58,1.7679974096503069e-63,1.0030107409055058e-74,7.2192219525352879e-58,6.9254292055396537e-69,1.0687608115229027e-79,7.0436647840817607e-41,1.4545648890432703e-45,1.8208121904681701e-55,2.3774810338455228e-54,3.7032869015539801e-83,2.2467205674436383e-92,6.0403680296224905e-84,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.115353091572992e-27,1.2501444581146756e-27,1.1153609633096089e-27,3.4016764605898919e-32,2.6146330145243779e-32,3.8127719687640967e-32,4.7847524077347478e-40,6.0654461698666239e-27,2.679625875450894e-40
2.047e-12,0.002280942759401671,5.9269182966028935e-33,1.7362801924058564e-38,6.7889182085765979e-35,8.0107629643109106e-42,1.0929221153959803e-41,0.0,0.0,3.0437878119963171e-25,5.3307051406292174e-36,4.9102341293706188e-45,6.9695958993908813e-49,1.8028986952162188e-51,4.5522088991693684e-70,1.9086935947216343e-59,7.6178087540087673e-45,2.9222747750545657e-25,6.7889024297092319e-35,5.6764525097635592e-96,2.0886719097185862e-98,1.2048634896833051e-61,1.3491139948177456e-59,1.0748645507607588e-42,1.9303029044876768e-47,1.7192065129027373e-38,1.6041722868396497e-63,3.75180288065603e-56,1.2125339451794985e-32,1.328377229659928e-37,2.5008318406422257e-27,2.5634156283815585e-47,3.5258636923522249e-63,1.1401516713261187e-60,9.8295468623463155e-46,2.8198967102580179e-77,2.0996583692905149e-62,1.6171069865885665e-29,9.801756014791406e-40,1.2997469469662471e-43,1.7500315251402297e-49,3.9388909550361799e-31,4.6018606734653322e-73,2.1455562961978794e-63,2.529813043311845e-58,6.815493531251657e-49,9.0096350183309893e-44,6.09350027592307e-60,2.7094615486326259e-62,2.0830273765835287e-61,1.0176268494025923e-94,9.4019397105203537e-89,1.5325537223467556e-137,5.3376211782792684e-116,2.4461762818139532e-59,8.2412406157308426e-57,5.80510624611196e-62,3.210956917521931e-73,2.2644842756760376e-56,4.2649188612991038e-67,3.2312032591025785e-78,5.6380223085527899e-40,1.1171456856286769e-44,2.9150201902018482e-54,3.7274480188374351e-53,2.3089863525040465e-81,2.7677593290854899e-90,7.2995817968382339e-82,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2314166551412694e-27,2.5010852496078374e-27,2.2314481571624413e-27,1.3613493657803782e-31,1.0463812852921185e-31,1.525869610330242e-31,3.8300399249197378e-39,1.2135126382207211e-26,2.1449586971862268e-39
4.095e-12,0.002280942759401671,1.185432916651317e-32,6.9462046485154203e-38,2.7161496047591581e-34,2.9872701547204242e-41,8.7456633697827165e-41,0.0,0.0,6.0886378255351437e-25,2.1328408903663504e-35,1.9455573710987531e-44,5.52516863409848e-48,1.4424489066113092e-50,3.6013601845594089e-69,7.6347775613740666e-59,3.0173568352149589e-44,5.8452456024921495e-25,2.7161437298099064e-34,9.3246067697487157e-95,7.3903321845554852e-97,1.0689059980374614e-60,1.0782691683229549e-58,2.1254842958879974e-42,1.5446457329185799e-46,6.878298703594291e-38,4.7593366206605068e-62,3.000442127360673e-55,4.8507321318317419e-32,5.3141618007511185e-37,5.0017241488266504e-27,2.0508897419799237e-46,1.0474401373170895e-61,1.8237207409097977e-59,1.4584727725774957e-44,1.7347109920778598e-75,1.8065639124142797e-61,6.4698160498795046e-29,7.8434565483109806e-39,9.9784288294911511e-43,1.4733651620514097e-48,1.5757499693679809e-30,1.8409705991140427e-72,7.2072900345651554e-62,4.2523973497523997e-57,1.0906902852748098e-47,7.2089142030899188e-43,9.746766629101016e-59,4.1138319863340212e-61,3.3319153191767881e-60,1.3663412215625347e-92,6.3129475310977358e-87,3.5717202783584947e-135,3.1984321722671106e-114,4.1126607684395424e-58,1.385169643391743e-55,1.9501904997078655e-60,1.0273044203754937e-71,6.9638097335663941e-55,2.5354894379747275e-65,9.3020323106777262e-77,4.5112118503815887e-39,8.2667681684768249e-44,4.6649361315476559e-53,5.7276045821038788e-52,1.4028715468551446e-79,3.2904996449812451e-88,8.3877520190828294e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.4633394936336771e-27,5.0027378562158783e-27,4.4634655230797952e-27,5.4465393999604681e-31,4.1864536593582904e-31,6.104758461829565e-31,3.0647931670563787e-38,2.4274487316051579e-26,1.7164006987789387e-38
8.191e-12,0.002280942759401671,2.3704426354126102e-32,2.7784979469304337e-37,1.0864986364235601e-33,1.1513004038914745e-40,6.9969779462434845e-40,0.0,0.0,1.2178338578992921e-24,8.5324809574953706e-35,7.6349406002373218e-44,4.3394425470961552e-47,1.1536375018626601e-49,2.816899630276844e-68,3.0527135908277221e-58,1.1833068940897967e-43,1.1690216737191723e-24,1.0864966366764036e-33,1.6713799598604956e-93,2.8125405759708675e-95,1.0225170850156234e-59,8.6059034894905706e-58,4.1557041447523656e-42,1.2357949072686519e-45,2.7514161205337553e-37,1.3661167237313131e-60,2.3976552050514217e-54,1.9400072941960226e-31,2.1253515254948834e-36,1.0001073523497432e-26,1.6402104944665134e-45,2.9297609998497973e-60,2.9148509632551299e-58,2.0358656340323776e-43,1.0296131604282397e-73,1.6475642778394079e-60,2.5880196470579479e-28,6.2751682057637165e-38,7.3816306350941004e-42,1.2954953470005686e-47,6.3020711585464428e-30,7.3627986324948257e-72,2.5235434955868253e-60,7.4551007886798338e-56,1.7449222165859877e-46,5.7664144726144481e-42,1.5578107406487153e-57,5.9676919501408268e-60,5.3254601557399751e-59,1.9110377169758393e-90,4.4161384674966404e-85,9.6843149619542662e-133,1.9271250106804818e-112,7.2131383537067236e-57,2.428022716536374e-54,6.8294365008102517e-59,3.2844141481610739e-70,2.0659015351236321e-53,1.4198834883416477e-63,2.4765914554141407e-75,3.6085835739854567e-38,5.7434951838548162e-43,7.4631183616049546e-52,8.4853751298601198e-51,8.125772210298187e-78,3.6838477437147171e-86,8.8088122771568397e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.9263681656084156e-27,1.0005127331563371e-26,8.9268722561209786e-27,2.1786729421322338e-30,1.6746660415309041e-30,2.4419675410874974e-30,2.4519272079582729e-37,4.8553211220092567e-26,1.3731843433183095e-37
1e-11,0.002280942759401671,2.8933856525836427e-32,4.6188380736515293e-37,1.8061575623788194e-33,1.8944129781337224e-40,1.7811488644934686e-39,0.0,0.0,1.4867857936534326e-24,1.4185535391266993e-34,1.2445024042439552e-43,1.0774884654710059e-46,2.9353011149895146e-49,6.955288117658593e-68,5.0724199239719117e-58,1.9274495057062226e-43,1.4270793545399201e-24,1.8061548567359501e-33,9.5422446821644309e-93,2.8299258895881696e-94,3.1920242147204378e-59,2.1834156941786986e-57,4.9937222542033864e-42,3.1458338875256871e-45,4.57385567418455e-37,9.1601509904876675e-60,6.0934200272706056e-54,3.2243743733929619e-31,3.5324237179289298e-36,1.2206889170394482e-26,4.1731762444324754e-45,1.8805318182071065e-59,1.2545555408626225e-57,7.309829889974646e-43,1.3497746378278319e-72,4.9082456535627864e-60,4.3022353359785719e-28,1.5974058209559994e-37,1.7073043940599444e-41,3.7099248925048524e-47,1.0474307533297714e-29,1.223728348759294e-71,2.2856431345139654e-59,3.6735581622981552e-55,7.52196383047477e-46,1.4675137192179004e-41,6.7047406790780976e-57,2.2393723584074803e-59,2.2921120034862711e-58,6.4622114481120318e-89,7.6420955670635133e-84,6.804160283628994e-131,2.6585405425940518e-111,3.5568800955839973e-56,1.1961040273653824e-53,6.1873892753571104e-58,2.5720529326131501e-69,1.4338905326431408e-52,1.7148899944692874e-62,1.5006074707802296e-74,9.1838240828567304e-38,1.2488597875605449e-42,3.2171810207104602e-51,3.2695583024755107e-50,1.0191385168715958e-76,8.6050180670234439e-85,1.8385799613409936e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0896745124920677e-26,1.221362602148695e-26,1.089758302751444e-26,3.6217137620521746e-30,2.7839503751892876e-30,4.0594012640064193e-30,6.2413931658127155e-37,5.9275920914369578e-26,3.4954897014717714e-37
1.6383e-11,0.002280942759401671,4.7385737557360462e-32,1.1112420731949345e-36,4.3454516057024337e-33,4.5164624869166229e-40,5.5970151878625049e-39,0.0,0.0,2.4357742988599985e-24,3.4132161400534113e-34,2.9417253236235483e-43,3.3482141135030414e-46,9.2218455276974812e-49,2.1557462642234436e-67,1.2198890639538167e-57,4.5531334691930337e-43,2.3376278214712814e-24,4.3454464093285885e-33,3.7314345026258383e-92,1.1822834846801593e-93,1.0847062362263735e-58,6.8509636093809086e-57,7.9506429798119369e-42,9.8853467736399172e-45,1.1004276719487485e-36,3.6661157471806494e-59,1.9133810773663652e-53,7.756223498055238e-31,8.4972340022332492e-36,1.9990040786836635e-26,1.3110666781763992e-44,7.4821725862622921e-59,4.6527195250972084e-57,2.5918848046790282e-42,5.7491165023682975e-72,1.6413458047837146e-59,1.0350791854707337e-27,5.0196288665188278e-37,5.1268893099825856e-41,1.2229164134602052e-46,2.519591327129513e-29,2.9436751055360346e-71,9.4600391070786766e-59,1.4005084373760172e-54,2.7906074732327772e-45,4.6109287064473384e-41,2.4865522214177448e-56,8.0352463174677623e-59,8.5006856357936391e-58,2.8589619020557247e-88,3.3048770426523581e-83,3.0470719303188029e-130,1.1359137772588784e-110,1.3562087082284742e-55,4.5597994981824462e-53,2.5609653745305823e-57,1.0488566099057874e-68,5.7643815884705294e-52,7.2648243250878497e-62,5.9215965033945763e-74,2.8855886088453926e-37,3.6288482055508304e-42,1.1935565766416604e-50,1.1812054543112027e-49,4.3284216086394561e-76,3.7667721387641189e-84,8.0151357411025377e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7849158685611748e-26,2.0006244671449469e-26,1.7851174433708165e-26,8.7134382250422096e-30,6.6980255005300599e-30,9.7664656384627365e-30,1.9612405442752946e-36,9.7110667171180079e-26,1.0983977872336083e-36
3.2767e-11,0.002280942759401671,9.4672947379624102e-32,4.4433724931192319e-36,1.7375760065156351e-32,1.7876278912884728e-39,4.4761925838471728e-38,0.0,0.0,4.8716563395992126e-24,1.3653314787979118e-33,1.0955901261690754e-42,2.4996950810266997e-45,7.3650496348999692e-48,1.5835152536518637e-66,4.869530825399846e-57,1.6911540865429015e-42,4.6732888305993619e-24,1.7375761688025748e-32,1.1208047699549154e-90,5.5396991908937785e-92,1.2912176835649599e-57,5.4268357026128333e-56,1.4608893332356333e-41,7.9057529708920728e-44,4.4001692461628619e-36,8.8900622138126183e-58,1.5229880848645567e-52,3.0991454224699473e-30,3.395227884648435e-35,3.9929125068327074e-26,1.0469745701142886e-43,1.702399604918527e-57,7.4083165224375794e-56,2.9371382225757514e-41,2.9254112807216981e-70,1.8296852042450898e-58,4.1388817254602822e-27,4.0144346931939932e-36,3.238209789195031e-40,1.2761436537823358e-45,1.0067495528152245e-28,1.1762009218597516e-70,3.9083650552296811e-57,2.9022349179178959e-53,4.4603727869398905e-44,3.6848016734891632e-40,3.9590887383829366e-55,9.7312052576592446e-58,1.3535352933380546e-56,4.7074951224448203e-86,2.7225380003702355e-81,1.0991598981280098e-127,6.3154149723981176e-109,2.8153281996792502e-54,9.44312886804376e-52,1.0587081183405289e-55,3.3421896735350872e-67,1.4654384609649807e-50,3.3139295156475442e-60,1.2540775725891795e-72,2.3061646717170908e-36,2.03447646225489e-41,1.9077234348084057e-49,1.4960031631084782e-48,2.0167721034535226e-74,3.4327301353182876e-82,5.9839110114309967e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.5681681991585351e-26,3.9993843625461643e-26,3.5689739285153107e-26,3.4840311290897038e-29,2.6784366467263287e-29,3.9050800586962542e-29,1.5683311467986105e-35,1.9422561162616175e-25,8.7837827550706705e-36
6.5535e-11,0.002280942759401671,1.8894667447184369e-31,1.776005894196148e-35,6.94513138284549e-32,7.1029591191327505e-39,3.578480282908897e-37,0.0,0.0,9.7434250383485979e-24,5.4614181731875712e-33,3.8466381425489837e-42,1.7618850765995302e-44,5.8719033470187338e-47,1.0810401165423819e-65,1.9397364612581823e-56,5.9053842909716074e-42,9.3384139354160507e-24,6.9451499377202978e-32,4.0470041463778885e-89,2.8361163563445078e-90,1.7003723134447988e-56,4.257135400328774e-55,2.5013805614705872e-41,6.3202056354957871e-43,1.7587495670342471e-35,1.9085706236503112e-56,1.2061257779647404e-51,1.236930596690562e-29,1.3551011921319073e-34,7.9652495890324583e-26,8.3453920493462255e-43,3.4405506676972361e-56,1.17386604954383e-54,2.9573373637936302e-40,1.3205163187751453e-68,2.2884604131517799e-57,1.6543247327057688e-26,3.2093366963059031e-35,1.8151203741811493e-39,1.495646579824112e-44,4.0181322190517244e-28,4.6944518884326304e-70,1.8085014546060716e-55,6.7409131218821662e-52,7.1214859349109113e-43,2.9413858792005488e-39,6.2728417774801761e-54,1.0402767732577844e-56,2.1446541919015121e-55,8.6653604695775277e-84,2.5073823146564895e-79,4.3974853808548506e-125,3.1338421315048351e-107,6.5622408296441221e-53,2.1905530873079168e-50,4.9049479174274745e-54,1.0604687950276604e-65,3.305580833279245e-49,1.3432655455859138e-58,2.3772354695589322e-71,1.8411474853237698e-35,1.0117963212371159e-40,3.0458946498863839e-48,1.6784867529214765e-47,7.7896600276523466e-73,2.7794772502651054e-80,3.5558955927463964e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.129457404954834e-26,7.9910584244862402e-26,7.1326756124314178e-26,1.3924700643851659e-28,1.0707038435918629e-28,1.5607519030802997e-28,1.2535363158571354e-34,3.8845563059381581e-25,7.0211911920125631e-35
9.999999999999999e-11,0.002280942759401671,2.8747415470674039e-31,4.5722697612323801e-35,1.7880269908570452e-31,1.8218848715489491e-38,1.67305910130108e-36,0.0,0.0,1.4867504140172393e-23,1.4077908326164259e-32,8.3060114922144057e-42,6.8015567891907194e-44,2.7319171540434667e-46,3.9538322536651126e-65,4.9662838990779173e-56,1.2641992807855263e-41,1.4232136938328816e-23,1.7880392904082261e-31,8.4704372392267784e-88,8.1160595317365686e-89,1.34103594183554e-55,1.9253818740265823e-54,3.2030885885483903e-41,2.9548841001845262e-42,4.5278735298556105e-35,2.0043393096167174e-55,5.5453398554385066e-51,3.1769464399360478e-29,3.4804495730513525e-34,1.2110996313207861e-25,3.8812381250424261e-42,3.4760076963884633e-55,1.024518269157352e-53,1.5625995548399638e-39,2.8212071001481182e-67,1.7621576858413684e-56,4.2590834131573852e-26,1.5004784585245739e-34,5.6089255179863426e-39,1.0967007887804013e-43,1.0320192750893602e-27,1.2057282966651991e-69,4.9665486926632401e-54,9.4579026020703924e-51,6.3044089385804798e-42,1.3715045119479736e-38,5.4740381823688037e-53,5.6804059582424826e-56,1.8716094468248088e-54,9.31511254004916e-82,1.3543399629217763e-77,9.7530801510057189e-123,6.8909614556514973e-106,9.270859316886596e-52,3.0660937512959446e-49,1.350221369635924e-52,1.8050577614756624e-64,3.6124985713329116e-48,2.6573545209064766e-57,2.2866011556711353e-70,8.58701651284694e-35,2.8858384298279881e-40,2.6964267894404127e-47,9.5147248635506572e-47,1.3001201537190047e-71,1.0855428578181419e-78,9.1128908551125712e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.086424076268596e-25,1.2177193595614594e-25,1.0872516360193585e-25,3.5844790056606113e-28,2.7570622263211955e-28,4.0176693749804747e-28,5.8585032845961314e-34,5.9274477083680817e-25,3.2818185665642063e-34
1.31071e-10,0.002280942759401671,3.7629897230077708e-31,7.0931667469478253e-35,2.7738551908651704e-31,2.8240082014442067e-38,2.8587525076408346e-36,0.0,0.0,1.9486980762042903e-23,2.1845874829664586e-32,1.2326240401178698e-41,1.1344938184284898e-43,4.665438320553337e-46,6.5437212567853903e-65,7.6947868858905393e-56,1.8715202244329717e-41,1.8643942173306402e-23,2.773876905982962e-31,1.5741886793174394e-87,1.5177193684639195e-88,2.3967185454527676e-55,3.2773677961365032e-54,3.8356947138736319e-41,5.0489996651572366e-42,7.0243032599824823e-35,3.639235781526109e-55,9.4572423826744676e-51,4.9259158949042912e-29,5.3965006261065718e-34,1.5848483516656406e-25,6.6279081423547601e-42,6.2995359179141825e-55,1.8423185865358651e-53,2.7047085885085943e-39,5.2455433704117468e-67,3.1444738357637037e-56,6.6073340140659073e-26,2.5638655508131271e-34,9.0291291919503985e-39,1.9505660642779894e-43,1.6001647060624025e-27,1.8695046623444501e-69,9.2809673655236224e-54,1.7376713006478609e-50,1.1345961852617111e-41,2.3427749783768572e-38,9.8434997717369308e-53,9.8635904615548175e-56,3.365563373493501e-54,1.7634783150244e-81,2.5527043392152801e-77,1.8506064648008865e-122,1.2820800495307644e-105,1.703715356766844e-51,5.6327651991108846e-49,2.5232581260129418e-52,3.3367556321786912e-64,6.5712443395848491e-48,4.9319229799923653e-57,4.1337120270012184e-70,1.4668574515289202e-34,4.5753310268402327e-40,4.8527238301495702e-47,1.6579275983102647e-46,2.4019831460013591e-71,2.0391273858563728e-78,1.7007801882618171e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.4231234922211969e-25,1.5951091924415672e-25,1.4244069874591332e-25,5.5606261060340161e-28,4.2773535743491408e-28,6.2326376839725057e-28,1.0009988231228639e-33,7.7691618753461803e-25,5.607477685351795e-34
2.62143e-10,0.002280942759401671,7.4628308831229333e-31,2.8285920982755714e-34,1.1061848246844362e-30,1.120107748163398e-37,2.2805450429221294e-35,0.0,0.0,3.8974164388651979e-23,8.7384042588524705e-32,3.5094130398164115e-41,6.4701094511741163e-43,3.6818071542717958e-45,3.3241676017027713e-64,3.0275511685833908e-55,5.2100893390684075e-41,3.7156633440898924e-23,1.1062048963879102e-30,7.0600711708247725e-86,8.0131130868046287e-87,3.4807433159993177e-54,2.4356611131517216e-53,5.0952115300284346e-41,4.0277252665858473e-41,2.8011671178571305e-34,6.2768329318737944e-54,7.2732792846473149e-50,1.9531113296756936e-28,2.1396854573941321e-33,3.1372962503137985e-25,5.2261630271275569e-41,1.0734976420360747e-53,2.8382309535377631e-52,2.3149490386977895e-38,1.8525778501795852e-65,4.5990098766435431e-55,2.6349630567064176e-25,2.0453206793364074e-33,4.0873483873375288e-38,2.7495452658370189e-42,6.3445716904535358e-27,7.4125316282476397e-69,5.1119275613053756e-52,4.8149096357077496e-49,1.8000152044877044e-40,1.8578566926786265e-37,1.5160174216888609e-51,8.4585013604422568e-55,5.1834969760357217e-53,3.8277654395726601e-79,2.7712745778631497e-75,7.6766019545384012e-120,3.9431464686175903e-104,4.7882974527169941e-50,1.5532254675137451e-47,1.3963865526308393e-50,1.032859154812465e-62,1.1658604354767792e-46,1.6844262577799449e-55,6.7279862275249291e-69,1.1638876618894654e-33,1.941523870787412e-39,7.6987537854970018e-46,1.4613502773576266e-45,5.872162278598632e-70,1.3925000889947111e-76,6.8395327196335929e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.8352070958717437e-25,3.1778443578549992e-25,2.8403109002483442e-25,2.2168544213370916e-27,1.7065667238313664e-27,2.4847673015679768e-27,7.9787282205437841e-33,1.5538393676841353e-24,4.470826569478345e-33
5.24287e-10,0.002280942759401671,1.4678386301068216e-30,1.1245519721534715e-33,4.3980802565551753e-30,4.4140779979824434e-37,1.8141760316314421e-34,0.0,0.0,7.7948811626489929e-23,3.495383375228002e-31,8.8751472872315154e-41,3.2267257140374067e-42,2.8671639660717247e-44,1.3519325557864699e-63,1.1722581810499708e-54,1.2595120544859551e-40,7.3792692603529644e-23,4.3982508578280534e-30,4.3838419902626396e-84,3.9039896931131583e-85,5.0142016927211977e-53,1.7002270085632673e-52,5.8740736892127791e-41,3.2039476271446265e-40,1.1136742407436082e-33,9.9236310770435622e-53,5.3921702208999807e-49,7.677695277950295e-28,8.411030922052858e-33,6.148322929273221e-25,4.0632311929571837e-40,1.7338797900209184e-52,4.2216723453102579e-51,1.8959050265148268e-37,5.8786895089982455e-64,6.9543432924011369e-54,1.0476559930732917e-24,1.6270852614017066e-32,1.7389432809756271e-37,4.0481140348413726e-41,2.494028665497857e-26,2.9138717396772679e-68,2.8950337351741374e-50,1.3765450372735279e-47,2.8320541591318255e-39,1.4607089695488116e-36,2.2534993367506825e-50,6.6483572958009815e-54,7.7051733469988624e-52,8.4349156712654249e-77,3.0536209350952054e-73,2.9112030095913451e-117,8.5003378010246711e-103,1.407622629723917e-48,4.3996802330297889e-46,7.9796609952091717e-49,3.09854674017519e-61,1.8729210039678815e-45,5.4503885216768006e-54,1.029194258005796e-67,9.1610570755391138e-33,7.9029747001888216e-39,1.2112835279514123e-44,1.1664887815175647e-44,1.161124819769498e-68,9.018421318700109e-75,2.4274721351677999e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.6266698780619818e-25,6.3066580383551756e-25,5.6468465390494679e-25,8.8087436363172067e-27,6.7914774355059859e-27,9.8733206792203868e-27,6.3365484327463562e-32,3.1076939157854095e-24,3.5526058779973827e-32
