Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41)
5.24287e-10,0.0018711691619915554,3.5851615659496141e-21,8.2289976482429655e-25,8.3498858948529331e-25,2.9698836835019564e-36,2.2406412799971947e-28,0.0,0.0,3.409803807366835e-18,1.5866828913601177e-24,1.1744705542073507e-36,9.0191241059119128e-37,2.8789626343775329e-36,3.2492571068300138e-62,9.7657715785985686e-43,1.6543493423524311e-35,1.0469775153998483e-20,1.2423663150698649e-26,9.2097073632965302e-63,1.2822682387718402e-64,3.9960955130062287e-38,1.9168287843050816e-36,3.699203269296607e-37,2.0658095722071519e-44,6.7517620233656209e-29,5.2874724034583143e-44,2.6043661814757675e-35,8.4090087255919141e-20,1.2247668288584761e-25,3.0440389858996966e-23,4.0283028231608427e-17,1.4885807846288264e-33,1.8744225432507698e-51,3.4418516844983053e-37,2.9267044829204432e-40,0.88168480800000004,0.0,0.0094599999999999095,0.10885,4.5976118789733962e-17,4.5658210148311663e-17,4.013393899768869e-17,1.2802192192222805e-18,1.068086392682026e-18,6.2204134857848301e-19,1.75996526135939e-19,8.1407848240365581e-19,2.1107414016718525e-19,6.0913997861919341e-19,6.2643192233984822e-19,9.2017477462911966e-19,1.3526010378248326e-22
9.999999999999999e-10,0.0018711691619915558,6.7653180860698623e-21,3.0343959033229519e-24,3.1215496315313626e-24,2.1483480975575448e-35,1.6540991877872224e-27,0.0,0.0,6.6026083579145133e-18,5.9850317482453324e-24,9.8645405408629696e-36,7.7389574128933114e-36,3.5820626257232153e-35,5.869862399963758e-61,6.381152527037483e-42,5.8773122754672795e-35,3.8070994813823493e-20,8.9343874253347007e-26,1.1792481059744829e-60,6.4086003588452875e-63,4.7138116976521606e-37,1.0968361433824822e-35,7.9728366359940281e-37,7.0168039661990689e-43,4.8442967551144451e-28,1.4145750158822584e-42,1.7530999077767059e-34,3.0869695484822901e-19,8.8077059903356622e-25,1.117604630020195e-22,7.5645413183525153e-17,1.914019979493063e-32,4.8787781401312427e-50,4.6135757968830774e-36,4.1619296315110199e-39,0.88168480800000004,0.0,0.0094599999999998279,0.10884999999999999,8.6608846741492936e-17,8.5458684070021261e-17,7.5108516588624248e-17,2.1496764537651005e-18,1.7927389738215684e-18,1.1864626770764342e-18,5.8018783302860667e-19,2.9783291545322749e-18,6.9476784364879219e-19,2.2422409463243659e-18,2.2996383713391685e-18,3.3674628038892529e-18,9.7233432241698713e-22
1.0485750000000002e-09,0.0018711691619915558,7.0900435044730639e-21,3.2602115209906908e-24,3.3550301179115721e-24,2.3373902276785371e-35,1.8001199041207648e-27,0.0,0.0,6.9286252652575004e-18,6.434146646772808e-24,1.0751882592902328e-35,8.4370872957992402e-36,3.91842957606516e-35,6.4360552508671698e-61,6.9330130996049872e-42,6.3085185373858217e-35,4.0889352195219441e-20,9.71981882080028e-26,1.2987205929835384e-60,7.0498885819148233e-63,5.1543343851949175e-37,1.1892612397011502e-35,8.4092168500880909e-37,7.7121950584356193e-43,5.270005177737302e-28,1.5536180768801737e-42,1.9055155854935971e-34,3.3163153639907274e-19,9.5819990404914426e-25,1.2006404636619568e-22,7.9256262264881696e-17,2.0942604592414441e-32,5.3578099106589266e-50,5.0495227854584295e-36,4.5570192439976725e-39,0.88168480800000004,0.0,0.0094599999999998192,0.10884999999999999,9.0757849943542716e-17,8.9522705908287314e-17,7.8679766704723039e-17,2.2384566325029484e-18,1.8667331659686268e-18,1.2440956743495551e-18,6.2145976112876675e-19,3.1993205430346881e-18,7.4415775236816552e-19,2.4089966992810421e-18,2.4704892904020123e-18,3.617355104543874e-18,1.0578078751056278e-21
2.0971510000000003e-09,0.0018711691619915558,1.386052860393276e-20,1.2791290023732019e-23,1.3517097520925815e-23,1.8149307242617012e-34,1.4499677806738615e-26,0.0,0.0,1.4275800862324196e-17,2.6409660767937603e-23,1.4900545041796298e-34,7.7077288750227536e-35,4.7729485168355776e-34,1.0225027353082193e-59,4.4713712120715951e-41,2.3539434148494625e-34,1.5602876762582765e-19,7.4419516770433781e-25,1.1192175431311343e-58,3.1312965262451094e-61,5.9470025879097074e-36,6.4599050373204377e-35,1.8644762295488642e-36,2.5282144900777388e-41,4.0161831130834874e-27,4.2520610471194989e-41,1.2942710013449054e-33,1.2901979524575535e-18,7.3362351271061204e-24,4.6719525069729989e-22,1.5348805684904047e-16,2.6640398653657989e-31,1.4003680916398294e-48,6.8920432380993287e-35,6.9359786794314537e-38,0.88168480800000004,0.0,0.0094599999999996371,0.10884999999999995,1.7689590882071751e-16,1.7223002679360798e-16,1.5133057226047289e-16,3.5688925722117211e-18,2.9705553299758993e-18,2.488238336646501e-18,2.0059316783315351e-18,1.2363001150361465e-17,2.39643866896258e-18,9.4222717233564023e-18,9.6108278765062457e-18,1.3986359810470528e-17,8.0926754040416043e-21
4.194303e-09,0.0018711691619915562,2.6468683956313726e-20,4.9204667064566453e-23,5.4527790665426348e-23,1.3760375414081275e-33,1.1695937135638953e-25,0.0,0.0,3.0097665607670162e-17,1.106383953901819e-22,2.5158724092903181e-33,6.6192874163776722e-34,4.9358288094118713e-33,1.2470663575711074e-58,2.4866267561895434e-40,8.586934481312287e-34,5.6952958694069805e-19,5.4677470559411141e-24,2.1435366558834155e-56,2.6856187906225326e-59,6.0595901531991075e-35,3.0394067619489512e-34,4.1798378275199063e-36,8.482880465113067e-40,2.9234428957931453e-26,1.039677243276509e-39,7.8121749172421656e-33,4.8921507104490925e-18,5.3897902201216189e-23,1.7719264361969963e-21,2.8845095437031753e-16,2.9109480610161105e-30,3.1666503162442531e-47,8.387785173511677e-34,1.0063081174305592e-36,0.88168480800000004,0.0,0.0094599999999992728,0.10884999999999981,3.3648932104700015e-16,3.1977879415153302e-16,2.8086310048425161e-16,5.0903645186244581e-18,4.2114350243377869e-18,4.9766477280238485e-18,5.7419208848955458e-18,4.6289518388490626e-17,6.8406842600147854e-18,3.6080993074121595e-17,3.6432733504672346e-17,5.2422454010205627e-17,5.9364258294934021e-20
8.388607e-09,0.0018711691619915565,4.8252688697980288e-20,1.8204284645787624e-22,2.1817225893327305e-22,1.0001206809548682e-32,9.3686652394173071e-25,0.0,0.0,6.5514645817186354e-17,4.7732565729763417e-22,3.9351357643133249e-32,5.2172696271247859e-33,4.0927577620436623e-32,1.1142391233795792e-57,1.1290649247382948e-39,3.0259360279928396e-33,1.916113154062174e-18,3.7254988346853308e-23,-1.6428675561873588e-53,-1.2316099784104838e-47,5.4161145554621619e-34,1.2461910828460706e-33,9.6916939040703946e-36,2.9826827043042145e-38,1.9554125100129436e-25,2.1736978039483676e-38,4.0036872535216863e-32,1.771585630961545e-17,3.6720005472100732e-22,6.4165885272007966e-21,5.134226987316348e-16,2.5932826380564851e-29,5.8233656554918421e-46,8.7049770831764738e-33,1.3346510937583284e-35,0.88168480800000004,0.0,0.009459999999998546,0.10884999999999929,6.1197711608428001e-16,5.576418235770023e-16,4.8958546986151563e-16,6.6700716106272946e-18,5.4390785237184077e-18,9.9538937539674883e-18,1.4469021960492158e-17,1.6393761628848965e-16,1.7193432457305458e-17,1.3288397547264638e-16,1.3179947024791548e-16,1.8598816116137446e-16,4.0319622552388515e-19
9.999999999999999e-09,0.001871169161991557,5.5435879030366689e-20,2.5288350934636398e-22,3.1127937533761759e-22,1.5242289286708806e-32,1.6017666847603692e-24,0.0,0.0,8.0335327475119419e-17,7.0115352680840522e-22,7.5677594164515394e-32,-5.8460017127527234e-33,5.5682396417943842e-32,1.9492636403386763e-57,1.6084279853211388e-39,-1.312956499723367e-33,2.5692343280857322e-18,6.0304051807818884e-23,-1.037398737781018e-53,9.685410993143509e-34,-3.0598829146902699e-34,-3.1305661076220625e-33,8.671957699708092e-36,6.9786229070948339e-38,3.1431038838790555e-25,4.587642965283055e-38,5.9382411265713791e-32,2.4445572386862103e-17,5.9435769341989875e-22,8.8528502708989283e-21,5.8547816236224076e-16,4.4114292668428476e-29,1.2212871074268508e-45,1.5513341055733289e-32,2.6368837851921125e-35,0.88168480800000004,0.0,0.0094599999999982667,0.10884999999999903,7.0335691420755828e-16,6.3141491090932671e-16,5.5433720869541029e-16,7.0964939935227423e-18,5.7544673160637557e-18,1.1866224921386832e-17,1.7978453750442926e-17,2.2440296264806852e-16,2.1351645068569449e-17,1.8445051900689539e-16,1.8176782114204729e-16,2.5474501867571253e-16,6.5185407551935485e-19
1.2582911e-08,0.001871169161991557,6.6949855648494333e-20,3.6643441059886236e-22,4.6052130150898757e-22,2.3643250183376567e-32,2.6675389323003753e-24,0.0,0.0,1.0409148235588009e-16,1.0599284912434851e-21,1.3390512518871613e-31,-2.3579382234918582e-32,7.9332979345316774e-32,3.2877291854436526e-57,2.3768017601687995e-39,-8.2677919977403101e-33,3.6161259707317944e-18,9.7249526656615037e-23,-6.6889326843560084e-55,2.521021133279477e-33,-1.6646107443175207e-33,-1.0146095088813648e-32,7.0374167408323585e-36,1.3383738173904447e-37,5.0468611387286785e-25,8.4569693869617832e-38,9.0391485270582014e-32,3.5232672543557128e-17,9.5846996381538497e-22,1.2757948069311295e-20,7.0097627463006899e-16,7.3257468337586891e-29,2.2454645632503455e-45,2.6426506370911353e-32,4.7242399691049962e-35,0.88168480800000004,0.0,0.0094599999999978191,0.10884999999999863,8.4983011208690552e-16,7.4966621197283e-16,6.5812813896704122e-16,7.7800088551529371e-18,6.2600058042075644e-18,1.4931511420689158e-17,2.3603741916652875e-17,3.2132321005572546e-16,2.8016867701392418e-17,2.6710682477872811e-16,2.6186237484577646e-16,3.6495577644815968e-16,1.050429156824567e-18
2.0971519e-08,0.0018711691619915565,9.4687130580089108e-20,8.8841818945188328e-22,1.224366158233906e-21,1.0215679725016182e-31,1.1870052352705101e-23,0.0,0.0,1.9038648652481251e-16,3.1911247942232126e-21,8.2535152425714393e-31,1.0617878591954289e-32,3.9477790046694258e-31,3.0437443636676922e-51,5.6000803933050381e-39,8.2165770243701305e-33,7.6044542614182249e-18,3.4962966079632576e-22,2.1671027080786546e-53,1.5435121388798972e-34,3.0571506732901072e-33,5.2943282661575769e-33,2.214412642840053e-35,2.4435997966742995e-36,1.7567303330764588e-24,6.6874981272980735e-37,2.4735562541908864e-31,8.3797533857887848e-17,3.4452666165210977e-21,3.0297483778288807e-20,9.6941344494482419e-16,2.8561990367933379e-28,1.5132707024318115e-44,1.2284873753631613e-31,2.746744447214417e-34,0.88168480800000004,0.0,0.0094599999999963654,0.10884999999999687,1.2117448411847495e-15,1.0112512020068138e-15,8.8848540349475874e-16,9.6406125879365255e-18,7.5870245450539118e-18,2.4887900853881981e-17,4.2190974399787795e-17,7.4161369728737483e-16,5.0026030958674779e-17,6.48552775595444e-16,6.2071039395435078e-16,8.4416491606970554e-16,3.7549397690762854e-18
2.9360127e-08,0.0018711691619915558,1.1507667186260526e-19,1.5232044165968474e-21,2.2283158522388768e-21,2.3465972089848488e-31,2.8618397116194711e-23,0.0,0.0,2.8332985752116833e-16,6.3627336792093221e-21,2.2890391514262468e-30,4.3540413445633464e-32,8.3182148210801216e-31,-4.0143680506732876e-51,-1.8796829577702635e-33,1.2594153638253988e-32,1.1687925907111227e-17,7.3760215449822238e-22,1.0799042161851675e-52,9.98587924192768e-34,9.006592593035481e-33,4.4963077015449574e-33,3.2687399241245344e-35,9.6192893861245091e-36,3.6177067317161756e-24,2.07601167572815e-36,4.461708119089313e-31,1.4218397066920629e-16,7.2674337338257429e-21,5.1318680904584849e-20,1.1618455276860727e-15,6.1612445532732068e-28,4.3672582182260554e-44,2.9593671140275143e-31,7.5302244856462034e-34,0.88168480800000004,0.0,0.0094599999999949117,0.10884999999999478,1.4876841401868147e-15,1.1910416196154522e-15,1.0479677188650372e-15,1.1432569605905058e-17,8.8531363239824794e-18,3.4845188879298887e-17,6.084156175933281e-17,1.2319422680604619e-15,7.2106359485035303e-17,1.1152863005779638e-15,1.0497356643223136e-15,1.4043508112750697e-15,7.8875570001754805e-18
3.7748735e-08,0.0018711691619915543,1.2997745400131159e-19,2.2405706593801423e-21,3.4346274705075538e-21,4.3110802363910297e-31,5.4433554762774777e-23,0.0,0.0,3.8114537430159337e-16,1.0629293961781269e-20,4.7292080759680183e-30,9.6254119893958988e-32,1.4160984464487474e-30,-6.1020812241421426e-50,-2.6463979407904272e-32,2.4404212105694425e-32,1.5589068686130042e-17,1.2551590025408956e-21,6.1326126173879187e-52,1.0902582368578691e-33,2.0253202982454417e-32,1.120943935831463e-32,6.4406883910212178e-35,2.9035370247669267e-35,6.017670064944387e-24,4.7242046922345351e-36,6.7581993104286563e-31,2.0776337147186147e-16,1.2365346416997026e-20,7.4841913915514127e-20,1.3001335225766864e-15,1.0540925845191015e-27,9.229613468412803e-44,5.5689531070011664e-31,1.5377901217851765e-33,0.88168480800000004,0.0,0.009459999999993458,0.10884999999999248,1.6986897807316281e-15,1.316200609481822e-15,1.1603837389521985e-15,1.3211452823389522e-17,1.0107487924320255e-17,4.4803177879492616e-17,7.9505962434141537e-17,1.7687472436220035e-15,9.4201889580134095e-17,1.6463774483553067e-15,1.5286040003635321e-15,2.0185988206232939e-15,1.3367023385782604e-17
5.4525951e-08,0.0018711691619915504,1.5107973686324841e-19,3.804750783163278e-21,6.2196000610955235e-21,9.9328903238643776e-31,1.3108029175435753e-22,0.0,0.0,5.8458332917726947e-16,2.1849209118178791e-20,1.2712415841873561e-29,3.7140049780524669e-31,2.8860380881449808e-30,-1.3515058747599844e-51,-4.9764534863423372e-33,5.5260455832556822e-32,2.2597410825088576e-17,2.5597949101330869e-21,2.0893055591679821e-51,-2.146973000978098e-34,5.7920502035709455e-32,2.7043576290966808e-32,9.8923184075995132e-35,1.4603602725936303e-34,1.1803690176141153e-23,1.4367952334636572e-35,1.1843942106812296e-30,3.5046038859934542e-16,2.5213154384247355e-20,1.2576011372891144e-19,1.4943128198517946e-15,2.131556216490921e-27,2.461903261896181e-43,1.3077460465116515e-30,3.9508754291588514e-33,0.88168480800000004,0.0,0.0094599999999905489,0.10884999999998754,2.0144828345577451e-15,1.4896620105687309e-15,1.3194627706803441e-15,1.6764480792559468e-17,1.2611839961449577e-17,6.4720354836445917e-17,1.1684304145804477e-16,2.9071895641739884e-15,1.3840179850405367e-16,2.813748336784989e-15,2.5617987233904845e-15,3.3230851513290983e-15,2.7067250490207254e-17
7.130316700000001e-08,0.0018711691619915463,1.6191655145016649e-19,5.5215866434378235e-21,9.4917009275474305e-21,1.8285917592860158e-30,2.502365226274272e-22,0.0,0.0,7.9750144247680974e-16,3.7373591470255601e-20,2.6142462346772609e-29,8.5229803286858374e-31,4.7270883082943653e-30,1.2525954617781446e-49,-1.0392649108887047e-32,8.4969158585214493e-32,2.823554841099609e-17,4.2437501086642545e-21,4.5772819376804723e-51,1.4100894439272286e-33,1.1691448754177362e-31,3.9670759718645711e-32,1.496895226450708e-34,4.4257937460113571e-34,1.8825853486604755e-23,3.2510652774801632e-35,1.7525516625267693e-30,5.0719290710720479e-16,4.1791677310374349e-20,1.812274163072218e-19,1.593298653318917e-15,3.4655535711846987e-27,4.9739780421932453e-43,2.4343002142428924e-30,7.7837824438815991e-33,0.88168480800000004,0.0,0.0094599999999876398,0.10884999999998221,2.2012133133564216e-15,1.5790709974559611e-15,1.4069831679038235e-15,2.0316400750107652e-17,1.5115084170347335e-17,8.4639040140873529e-17,1.5418664026179378e-16,4.116074456387988e-15,1.8260852227639562e-16,4.1088773364358904e-15,3.681732578212813e-15,4.7105993317438013e-15,4.4554097525055529e-17
9.999999999999998e-08,0.001871169161991537,1.7106126388311643e-19,8.6043202138572687e-21,1.572746535294634e-20,4.0057328382356847e-30,5.8149501215837522e-22,0.0,0.0,1.1728865051952617e-15,7.5375790830955041e-20,6.6468959333361647e-29,2.09342580202328e-30,8.4251878613586193e-30,5.6818228111428449e-50,-3.6466601963948402e-33,1.3410544021353697e-31,3.5068235988969235e-17,7.7486842235768189e-21,2.4264378757043237e-50,6.1672210027858635e-34,2.7196393849806169e-31,6.2779965575449841e-32,2.1679534231800935e-34,2.0712692583653274e-33,3.1818846554667556e-23,1.0164216215693939e-34,2.7929205342399714e-30,7.92010401077474e-16,7.6280246711665473e-20,2.8055853520823954e-19,1.6795732048189769e-15,5.9681020899234796e-27,1.2097067898552469e-42,5.3904307727796488e-30,1.8407697380889841e-32,0.88168480800000004,0.0,0.0094599999999826646,0.10884999999997279,2.386143360108774e-15,1.6718700378988363e-15,1.5064005504777137e-15,2.6392046308899409e-17,1.9396877653851761e-17,1.187110893424751e-16,2.1807122527376026e-16,6.232642839076186e-15,2.582328967400173e-16,6.4572191783451305e-15,5.6703725787437305e-15,7.1428265067203652e-15,8.0134825239327063e-17
1.0485759900000001e-07,0.001871169161991537,1.7143621547888084e-19,9.1443979810464561e-21,1.6862819114595125e-20,4.467739852999152e-30,6.5348655566196586e-22,0.0,0.0,1.2378275007994057e-15,8.323846693592813e-20,7.54628282791765e-29,2.3557959505911344e-30,9.1197542343405432e-30,9.6348882520871017e-51,-5.0501947271121092e-34,1.4221312326008261e-31,3.5873703960843239e-17,8.4199881028157323e-21,2.9524318337153541e-50,3.6208415816315148e-35,3.0497218061219266e-31,6.6880441137514453e-32,2.2569042790653653e-34,2.4870369244658063e-33,3.4140843502748938e-23,1.1810295937082327e-34,2.9775897276854763e-30,8.4231220473409971e-16,8.2884086688849268e-20,2.9792921389868725e-19,1.6838055348060089e-15,6.4192938051607564e-27,1.365582579804538e-42,6.019374299494543e-30,2.0714128944701923e-32,0.88168480800000004,0.0,0.0094599999999818215,0.10884999999997114,2.4006517980900535e-15,1.6800677412139762e-15,1.5169486966427283e-15,2.7420515590485061e-17,2.0121680051851717e-17,1.244787976791494e-16,2.2888637011469014e-16,6.5970177039684189e-15,2.7103535308950255e-16,6.8713508818906556e-15,6.0161176825689327e-15,7.5618978699626337e-15,8.6865895518318389e-17
1.3841203100000002e-07,0.0018711691619915272,1.7136874610104985e-19,1.2936484157620092e-20,2.5097736755474976e-20,9.0303266035806837e-30,1.3929506114111849e-21,0.0,0.0,1.6958954134676776e-15,1.579289589298171e-19,1.7329339180381673e-28,4.9701301321449147e-30,1.443973348455735e-29,-1.1020638950539597e-50,-2.3359998820871049e-33,2.0487491041732551e-31,3.9339080054499905e-17,1.363476481757186e-20,9.796063885240207e-50,-8.0547740328744235e-34,6.3242635918640427e-31,9.7406242636908958e-32,3.1480448494181594e-34,9.0710328078064183e-33,4.927495666144092e-23,3.4040134845623445e-34,4.3079101405602471e-30,1.2040970869419771e-15,1.3415169119235417e-19,4.2020565238313603e-19,1.690626323450342e-15,9.3770935665925519e-27,2.9248860300923803e-42,1.2178115917460245e-29,4.3477613954854754e-32,0.88168480800000004,0.0,0.0094599999999760032,0.10884999999995973,2.4472931483287684e-15,1.727461837496296e-15,1.5825456949410404e-15,3.4526429890653721e-17,2.5129643776026503e-17,1.6432116841328474e-16,3.0360489010162772e-16,9.1195418240965929e-15,3.5948252735778959e-16,9.7853752186439526e-15,8.4185047269659666e-15,1.0464716381930584e-14,1.3737326049895677e-16
1.71966463e-07,0.0018711691619915172,1.7198712802155912e-19,1.6739312133419309e-20,3.3456145092705235e-20,1.4806115485702988e-29,2.3450243431814797e-21,0.0,0.0,2.1598834970414873e-15,2.5020067008386807e-19,3.0383543910257473e-28,8.3122991439650857e-30,2.0034044731419833e-29,4.2118781178259014e-52,2.2322540528082902e-34,2.6576353153418376e-31,4.2139899167971725e-17,1.917760522863546e-20,2.0805626606040744e-49,2.3641497191795591e-34,1.0510956040243135e-30,1.251755094007202e-31,4.0739084605252972e-34,2.047418605833358e-32,6.3057406539212358e-23,6.8337188133822853e-34,5.6707241538777995e-30,1.5748359085630219e-15,1.8861879237117048e-19,5.4326583713159076e-19,1.704227294311354e-15,1.2073916607270412e-26,4.8948225140144928e-42,1.9873108875783805e-29,7.210861714740822e-32,0.88168480800000004,0.0,0.009459999999970185,0.10884999999994835,2.4934106674514309e-15,1.7841588821179436e-15,1.6561924706746275e-15,4.1633287102442242e-17,3.0138334015012243e-17,2.0416411769630599e-16,3.7833267701527538e-16,1.163272354347874e-14,4.4793996528804787e-16,1.2700349819001118e-14,1.0809029041641771e-14,1.3357375264794164e-14,1.894078470712966e-16
2.3907532700000004e-07,0.001871169161991498,1.7391072164754926e-19,2.4442338249273494e-20,5.0608816154469332e-20,3.3074030644734692e-29,5.3880898951244972e-21,0.0,0.0,3.1209378507427585e-15,5.2968730148577372e-19,7.5556540949804163e-28,1.8907661055403099e-29,3.2495029728889618e-29,3.594089601350597e-53,8.0369088097477536e-36,3.9919701502480879e-31,4.7184136779568598e-17,3.1749866790039433e-20,7.4728726884891624e-49,1.9117503780484306e-36,2.3824201072988626e-30,1.8884309324835602e-31,6.0105379455918652e-34,8.2060241139876763e-32,8.5725527053931936e-23,2.3243214199529968e-33,8.5788875810199002e-30,2.3659414751479596e-15,3.1205944899965588e-19,7.9475904340615378e-19,1.7375096136141942e-15,1.6503064046772166e-26,1.1120190274604832e-41,4.3134936598919729e-29,1.6198243784357366e-31,0.88168480800000004,0.0,0.0094599999999585484,0.10884999999992556,2.5852474580967453e-15,1.9041281040628802e-15,1.8089384082477014e-15,5.5851397975004723e-17,4.0159011177075037e-17,2.8385345207000483e-16,5.2783793801609991e-16,1.6646519826252466e-14,6.2490999452409987e-16,1.8533323197114999e-14,1.5555668440539908e-14,1.9131267481127817e-14,2.9850727276362123e-16
3.7329305500000005e-07,0.00187116916199146,1.7809461303245868e-19,4.0226731966632905e-20,8.641737330571414e-20,9.6790611233580297e-29,1.57804978505429e-20,0.0,0.0,5.1628716054735042e-15,1.454377410559905e-18,2.4851175105996202e-27,5.592697205959797e-29,6.2031245801952978e-29,1.2420699210363128e-54,1.9517407521203743e-37,6.9702593938951717e-31,5.7370853498427798e-17,6.2346176459118967e-20,3.7864665435680438e-48,7.760986000907759e-39,7.0438584911404996e-30,3.2996133134184614e-31,1.0361002907032489e-33,4.6554949441100733e-31,1.2378761170915887e-22,1.1250898283546223e-32,1.5058591248270999e-29,4.1281192707209809e-15,6.1224066713821908e-19,1.3178168958471577e-18,1.8068441296378431e-15,2.3918286803972662e-26,3.2562752318817364e-41,1.1732454837189819e-28,4.7002196132968907e-31,0.88168480800000004,0.0,0.0094599999999352771,0.10884999999988006,2.7688023152206968e-15,2.1473601000897466e-15,2.1167700674242254e-15,8.4304590320328504e-17,6.0213109912480188e-17,4.4324901258076258e-16,8.2703628702310706e-16,2.6645927612408454e-14,9.7905904500765466e-16,3.0209005753326805e-14,2.4943668182516651e-14,3.0658056041305522e-14,5.3277705772408116e-16
5.075107830000001e-07,0.0018711691619914214,1.8228768987841638e-19,5.639145232653245e-20,1.2377992688792257e-19,1.9045098957716589e-28,3.0666063654868575e-20,0.0,0.0,7.323575326712011e-15,2.7660551853315971e-18,5.1761622845550817e-27,1.1038261750282159e-28,9.6325624943589078e-29,-2.3415051924726731e-52,-5.9567232747168987e-35,1.025146197948983e-30,6.7997062912170425e-17,9.8624578913775443e-20,1.0075800251021518e-47,4.4009903907247411e-36,1.3907331545010766e-29,4.8541543362848011e-31,1.5155091447550016e-33,1.273920475586458e-30,1.5937016921785979e-22,2.7875892992906633e-32,2.2198036768091012e-29,6.0692051160384699e-15,9.6802134550665852e-19,1.8608720610557345e-18,1.8759225818242123e-15,3.0836523207678056e-26,6.3871135473753111e-41,2.1850705210931643e-28,9.1885445622203964e-31,0.88168480800000004,0.0,0.0094599999999120023,0.10884999999983454,2.9524534789972878e-15,2.3906342093946695e-15,2.4241722304162268e-15,1.1277550257355347e-16,8.0280486598476242e-17,6.0266588224736576e-16,1.1264307806037408e-15,3.6619955959119064e-14,1.3334267549577901e-15,4.1894164504587715e-14,3.4230452081340644e-14,4.2167097102866191e-14,7.8278250478825525e-16
6.417285110000001e-07,0.0018711691619913836,1.8644505050547274e-19,7.2934678707348011e-20,1.6276189792757518e-19,3.1679960188646162e-28,5.0239535728165911e-20,0.0,0.0,9.6017964400308679e-15,4.4857670234767744e-18,8.9685780256901756e-27,1.8387276864429918e-28,1.3554638052625711e-28,-3.5736273980290241e-53,-3.1846156726959469e-36,1.3833286312852573e-30,7.9112322077271634e-17,1.4084436473555638e-19,2.1818804237643766e-47,-4.1519290851494204e-36,2.317456611787231e-29,6.5509527840734267e-31,2.0390247262597416e-33,2.7107019321483504e-30,1.9472772373175693e-22,5.4207771034563598e-32,2.9992483854001273e-29,8.1878937490761491e-15,1.3819603365834644e-18,2.4237353300977525e-18,1.9443474330866946e-15,3.7703774377766745e-26,1.0595110653575856e-40,3.4608739117073867e-28,1.5213890073748279e-30,0.88168480800000004,0.0,0.0094599999998887293,0.10884999999978902,3.1362303862096015e-15,2.6335878568824018e-15,2.7308421058758159e-15,1.4126490562110836e-16,1.0036169517833755e-16,7.6210846547710895e-16,1.4260296945613471e-15,4.6568969139283162e-14,1.6880227323343706e-15,5.3588697415699755e-14,4.3417626114497295e-14,5.3658776563978599e-14,1.048482353365379e-15
9.101639670000001e-07,0.0018711691619913097,1.9466290165189115e-19,1.0690234893513341e-19,2.447127562115086e-19,6.5466468273627489e-28,1.0102126991560907e-19,0.0,0.0,1.443012873060165e-14,8.9472217344812334e-18,1.9590285944040778e-26,3.8043327709904483e-28,2.2608596406292443e-28,-2.5621559057417218e-53,7.9065596072929528e-36,2.169691605483832e-30,1.0250851433653614e-16,2.4004932728081357e-19,7.0020111636801471e-47,-1.220440495072965e-36,4.7970614500012522e-29,1.0275287028545084e-30,3.1894544877213731e-33,8.0319647421337733e-30,2.6767965104359283e-22,1.3572945598959732e-31,4.7103805673553691e-29,1.2837996888986738e-14,2.3543951730816063e-18,3.5953226741518172e-18,2.0795599479755307e-15,5.186601791175547e-26,2.1885710464973944e-40,6.6161047085650874e-28,3.1366880923126513e-30,0.88168480800000004,0.0,0.0094599999998421815,0.10884999999969798,3.5040865650979492e-15,3.1186483789299037e-15,3.3423896034425803e-15,1.9828947312801274e-16,1.4055827456530039e-16,1.0810674939872611e-15,2.0257326955571391e-15,6.6408559118216656e-14,2.39777990266275e-15,7.6999522134595635e-14,6.1562069846160308e-14,7.6601565156934511e-14,1.6167244255859647e-15
