Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49)
5.25336566e-08,0.3000735888638921,89.099999999999994,0.0,0.0,0.0,0.99999999999173472,10.999999999995165,2.9137235360752253e-12,2.745776187560979e-13,2.7329620269898517e-12,2.4976231219369536e-12,2.6661281367703756e-12,2.2231626529276339e-13,4.6262277138566348e-13,2.26157579998741e-14,1.7148616981990023e-14,7.7785444505950736e-15,8.3103528398362315e-14,7.2177067850232548e-13,7.1636118437234238e-14,3.1038272089664444e-14,9.3193169757291478e-13,6.8692439530051681e-13,6.4803973037282351e-13,1.7814309671444599e-13,6.1252293819102375e-13,3.0389648088544229e-13,6.2077525907836699e-13,7.7763587075347556e-14,5.5569333761540936e-15,1.8144063941786583e-14,1.3981312376635732e-14,2.9776989082042607e-15,2.1818194837817437e-15,5.2363065096120287e-15,2.6097872660539851e-15,6.9401120336047744e-15,1.1453270285184933e-15,6.8784723728487768e-17,3.5165481812607475e-15,5.4758566252249764e-18,6.3632664655575572e-16,3.6893559347686237e-16,6.3632664655575572e-16,1.2842163145933857e-14,2.3221919075673916e-15
6.00834038e-08,0.30007358886389246,89.099999999999994,0.0,0.0,0.0,0.99999999999054601,10.999999999993983,3.248926672503422e-12,3.1991063144956723e-13,3.0225872271837802e-12,2.7442836886424505e-12,2.9500336997868667e-12,2.2539567156757462e-13,4.8502582469340803e-13,2.519344590670432e-14,1.9028559462801554e-14,8.5175601546920724e-15,9.593640572666127e-14,8.7801955399601126e-13,8.2799314371291239e-14,3.5419193989582469e-14,1.1820964297321623e-12,8.8143197602465447e-13,8.2560850962765137e-13,2.0089671425446525e-13,7.2583336014941338e-13,3.8746945401994899e-13,7.897389471750404e-13,9.1759706892125771e-14,7.5580263357975614e-15,2.3432640919094408e-14,2.0457099706370863e-14,3.8544751257290948e-15,2.9782213099709319e-15,7.6652020459854739e-15,3.3890802986023935e-15,9.7256231030718929e-15,1.369400012878949e-15,7.5786855834891007e-17,4.4752179587040204e-15,8.0271726787288953e-18,9.9722802636357841e-16,6.2670870839142241e-16,9.9722802636357841e-16,1.6535354077561825e-14,3.3934265371571076e-15
6.7633151e-08,0.30007358886389257,89.099999999999994,0.0,0.0,0.0,0.99999999998935718,10.999999999992719,3.5666420055679742e-12,3.6668701296311645e-13,3.2919841183935849e-12,2.970696487380654e-12,3.2143384010168014e-12,2.2816280827810203e-13,5.0428370949271346e-13,2.7788895120553289e-14,2.0925241359036076e-14,9.251603062198049e-15,1.0884180531783589e-13,1.0390205892208516e-12,9.4046468102174986e-14,3.9766390975512379e-14,1.4532577910239257e-12,1.0957811288557643e-12,1.0192158918306851e-12,2.2345563133119067e-13,8.3874732337802211e-13,4.789986956639642e-13,9.7362107689247237e-13,1.0587130851838452e-13,9.8945207726177903e-15,2.933945349720129e-14,2.8438169675800507e-14,4.8139044744222197e-15,3.9105783421822181e-15,1.0658097923274199e-14,4.2524087169476836e-15,1.2968342959987658e-14,1.6003851537627798e-15,8.229389786026489e-17,5.4957314496989387e-15,1.1173503114368538e-17,1.4795367720354189e-15,9.9390330708774547e-16,1.4795367720354189e-15,2.0643482644831456e-14,4.7295317205342449e-15
7.51828982e-08,0.30007358886389235,89.099999999999994,0.0,0.0,0.0,0.99999999998816813,10.999999999991376,3.8678868633303413e-12,4.1490577460881681e-13,3.5427002189840636e-12,3.1788743841087157e-12,3.4605236788148176e-12,2.3075422976324728e-13,5.2127315040335683e-13,3.0404194756421112e-14,2.2840272771179297e-14,9.9832010127702918e-15,1.2182647053758782e-13,1.2037665471779678e-12,1.0538342796947447e-13,4.4092317075169184e-14,1.7433304393450894e-12,1.3287567593550668e-12,1.2274619953418605e-12,2.4584395808146477e-13,9.5113999242320949e-13,5.7795216246524217e-13,1.1710766178369069e-12,1.2008541051688575e-13,1.2568149045026215e-14,3.5853332883950148e-14,3.7983666685961392e-14,5.8477824845895818e-15,4.9796533258809034e-15,1.4236249300244106e-14,5.1964303179384231e-15,1.6652397187503614e-14,1.8372953974173453e-15,8.8346784749373956e-17,6.567930777992159e-15,1.4937504107716359e-17,2.1024391820148419e-15,1.4939020309688022e-15,2.1024391820148419e-15,2.5153240525998337e-14,6.3507147390862484e-15
8.273264539999999e-08,0.300073588863892,89.099999999999994,0.0,0.0,0.0,0.99999999998697853,10.999999999989965,4.153622600188626e-12,4.645685448457566e-13,3.7761641167358084e-12,3.3706263480648837e-12,3.6899588540621244e-12,2.3324990326437951e-13,5.3661393335135967e-13,3.3040080987159643e-14,2.477416897849259e-14,1.0713987652050869e-14,1.3489759063855963e-13,1.3715200550381598e-12,1.1681639791725698e-13,4.8407707281758461e-14,2.0504355632843487e-12,1.5792147870827742e-12,1.4490576652645016e-12,2.680808946659837e-13,1.0629420370711184e-12,6.8384172891847869e-13,1.3808804132427057e-12,1.3439386539192647e-13,1.5578149374607694e-14,4.2964227619200202e-14,4.9133236957266886e-14,6.9487156499062674e-15,6.1851017391094454e-15,1.8413396057474037e-14,6.2179891994912053e-15,2.076197762008536e-14,2.0793603910878596e-15,9.3982936442241275e-17,7.6836299602895859e-15,1.9333865797727047e-17,2.8851439368859446e-15,2.1507914357973724e-15,2.8851439368859446e-15,3.0052294948430603e-14,8.2751811427514682e-15
9.028239259999999e-08,0.30007358886389157,89.099999999999994,0.0,0.0,0.0,0.99999999998578892,10.999999999988489,4.4247575878655408e-12,5.1567909854983421e-13,3.9936951646611247e-12,3.5475795327216198e-12,3.9039099189221855e-12,2.3570038894815845e-13,5.5075144191913838e-13,3.569698924328933e-14,2.672714276312896e-14,1.1445181770379126e-14,1.4806184701129258e-13,1.5417296882989763e-12,1.2835122202578828e-13,5.2721581929422641e-14,2.3728788854861905e-12,1.8460779327797304e-12,1.6828152323944579e-12,2.9018072022998191e-13,1.1741149838166479e-12,7.9621900393062903e-13,1.6019159059494244e-12,1.4879105807669173e-13,1.8921682968391315e-14,5.0663049951466761e-14,6.1909933876089715e-14,8.1100328321352872e-15,7.5256537564841878e-15,2.3196876122406186e-14,7.3140630494983269e-15,2.5281583615842595e-14,2.3259814735239211e-15,9.9236589735008726e-17,8.8362284095981123e-15,2.4370491424305969e-17,3.8467346485287429e-15,2.9890677237845569e-15,3.8467346485287429e-15,3.532920172929507e-14,1.0519343615903107e-14
9.783213979999999e-08,0.30007358886389085,89.099999999999994,0.0,0.0,0.0,0.99999999998459888,10.999999999986949,4.6821497094275217e-12,5.6824298270590282e-13,4.1965114383035053e-12,3.7111970375629175e-12,4.1035470299505311e-12,2.3812991962881788e-13,5.6400320942815822e-13,3.837577533600429e-14,2.869976077838191e-14,1.2177956395814304e-14,1.6132477030603234e-13,1.7139823101316499e-12,1.3999279048159752e-13,5.7041236553822065e-14,2.7091329772458692e-12,2.1283322191678069e-12,1.9276409380881135e-12,3.1215074415167047e-13,1.2846504802759525e-12,9.1467217544066131e-13,1.8331659406818121e-12,1.6327364987400246e-13,2.2594162418021859e-14,5.8941589864598277e-14,7.6322543587855675e-14,9.3257208723847299e-15,8.9992586189354327e-15,2.8588518623832115e-14,8.4817822915595243e-15,3.0196002232161367e-14,2.576678920720729e-15,1.0413906678479767e-16,1.0020445910034372e-14,3.0049443370617252e-17,5.0060552443569829e-15,4.0334055143842714e-15,5.0060552443569829e-15,4.0973334921444114e-14,1.3097990035717338e-14
9.999999999999998e-08,0.3000735888638901,89.099999999999994,0.0,0.0,0.0,0.99999999998425715,10.999999999986498,4.7536337533501562e-12,5.8360588445543384e-13,4.2521900968691019e-12,3.7559029116643624e-12,4.1583807154991722e-12,2.3882481511492313e-13,5.6767770186500132e-13,3.9149151403349823e-14,2.9269913555784164e-14,1.2388811561622954e-14,1.651520487594642e-13,1.763775686631801e-12,1.4335592240727623e-13,5.8283528287049003e-14,2.8080409982635855e-12,2.2120880931366848e-12,1.9998425328275131e-12,3.184358261457678e-13,1.3162735298028445e-12,9.4975398027736721e-13,1.901322929787569e-12,1.6744773872053699e-13,2.370865622670509e-14,6.1424784091008979e-14,8.0763115253262533e-14,9.6840687647438882e-15,9.4466144625247453e-15,3.0248772104949939e-14,8.8299373560412567e-15,3.1678001672990129e-14,2.6493623968254073e-15,1.0548598185409347e-16,1.0365716507377167e-14,3.1798507963137795e-17,5.3781048528711219e-15,4.3748388510060644e-15,5.3781048528711219e-15,4.2660465318550259e-14,1.3902152188885628e-14
1.0538188699999998e-07,0.3000735888638901,89.099999999999994,0.0,0.0,0.0,0.99999999998340849,10.999999999985356,4.9266085581937722e-12,6.2226721601305731e-13,4.3857364703398614e-12,3.8627924854483636e-12,4.2899507702014974e-12,2.4054424032058716e-13,5.7658998051622643e-13,4.1077393800845283e-14,3.0692716856060731e-14,1.2913355368622069e-14,1.7469112326915537e-13,1.8879710970510412e-12,1.5174531758916776e-13,6.1372595259477368e-14,3.0578226968739083e-12,2.4250239270744946e-12,2.182528536139264e-12,3.339943123330743e-13,1.3945602017215696e-12,1.0388232938182378e-12,2.07370508843263e-12,1.7783990612789574e-13,2.6589512964716687e-14,6.779242202080543e-14,9.2367471489619568e-14,1.0590368928588518e-14,1.0603199783838561e-14,3.4585370302616315e-14,9.7184189204547728e-15,3.5490370044846375e-14,2.831070482786814e-15,1.0871899782272889e-16,1.1232103620710236e-14,3.6367712715175301e-17,6.3816220494468919e-15,5.3084767697047195e-15,6.3816220494468919e-15,4.6974831896005762e-14,1.6024422153541917e-14
1.204813814e-07,0.30007358886388824,89.099999999999994,0.0,0.0,0.0,0.99999999998102662,10.999999999982018,5.3797404696947678e-12,7.3473013069220442e-13,4.7274837154485892e-12,4.1345272309178946e-12,4.6269783783539282e-12,2.4533035740184545e-13,6.0035136127957492e-13,4.6551740926980242e-14,3.4741505467501716e-14,1.4395035212140867e-14,2.0175146650092362e-13,2.240271187827362e-12,1.7559863702316309e-13,7.0089496875283164e-14,3.7876668502351458e-12,3.058182708100901e-12,2.7188551100415635e-12,3.7731497307066385e-13,1.6125641774182717e-12,1.3028569657334377e-12,2.5793523128162916e-12,2.0721829402310975e-13,3.5518884834109079e-14,8.7184505648445763e-14,1.2929095311357022e-13,1.3247496254659285e-14,1.4188686848419182e-14,4.8363976895033839e-14,1.2388030602418057e-14,4.7161920930210674e-14,3.3498145620521821e-15,1.1701388754995054e-16,1.3725105571610595e-14,5.0890109136986741e-17,9.8533723906711508e-15,8.648321582680897e-15,9.8533723906711508e-15,6.0013882182820152e-14,2.2967404077511544e-14
1.3558087579999999e-07,0.30007358886388574,89.099999999999994,0.0,0.0,0.0,0.99999999997864297,10.999999999978504,5.7897605626868448e-12,8.5314219804568381e-13,5.0263109371128726e-12,4.370875414217619e-12,4.9221030556345685e-12,2.5005513183369897e-13,6.2283539865808269e-13,5.2124098269346443e-14,3.8876429485815375e-14,1.5894762198682318e-14,2.2927361428379748e-13,2.5972961038632388e-12,1.999385677778515e-13,7.8902854030334164e-14,4.5538830852582882e-12,3.7389986766402662e-12,3.2852333119737928e-12,4.2016799861996302e-13,1.8282535370365244e-12,1.5858636570042388e-12,3.1129801285001465e-12,2.3691708240528343e-13,4.5641378484342963e-14,1.0879204071858474e-13,1.7247571660746892e-13,1.604787501571976e-14,1.8251447838053602e-14,6.4441114785863792e-14,1.5302998561683677e-14,6.0187067529547809e-14,3.8805640509532392e-15,1.243054052702994e-16,1.6296159726898956e-14,6.7841520970175475e-17,1.4400568460214661e-14,1.3199490787927894e-14,1.4400568460214661e-14,7.4380461341174484e-14,3.143045467304109e-14
1.5068037019999998e-07,0.30007358886388297,89.099999999999994,0.0,0.0,0.0,0.99999999997625799,10.999999999974834,6.1616555898146655e-12,9.7758500795132293e-13,5.288503208526239e-12,4.5783925742661516e-12,5.18139816529517e-12,2.5474086424706041e-13,6.4450709696293185e-13,5.7797724591540928e-14,4.309973954697685e-14,1.7415536237719844e-14,2.5728210155887088e-13,2.9581454658158646e-12,2.2478741368882196e-13,8.7833876344083948e-14,5.3495223526637713e-12,4.4616749858019407e-12,3.8761012204366412e-12,4.6258032636357283e-13,2.0417198936691092e-12,1.8857637638615057e-12,3.669711285758526e-12,2.669253374134543e-13,5.6879281673171806e-14,1.3257542672346808e-13,2.2162428298593441e-13,1.8964176257975065e-14,2.2756581698578557e-14,8.2689404443782215e-14,1.8444725402207235e-14,7.446449356804595e-14,4.4223549326717501e-15,1.3074815106881775e-16,1.8933329681546531e-14,8.7087787477742541e-17,2.015245429748474e-14,1.914377581714036e-14,2.015245429748474e-14,9.0017427309369153e-14,4.1480167134971361e-14
1.6577986459999997e-07,0.3000735888638799,89.099999999999994,0.0,0.0,0.0,0.99999999997387123,10.999999999971033,6.499855879843259e-12,1.1081424894480202e-12,5.5194163493321807e-12,4.7623912514652436e-12,5.4100517129708145e-12,2.5939738014648511e-13,6.6563875852590887e-13,6.3575798203738366e-14,4.7413786390369507e-14,1.8959597196458269e-14,2.8579581776758955e-13,3.3221917760625266e-12,2.5016267554055056e-13,9.6896951018492334e-14,6.1689195658392184e-12,5.2210893851012085e-12,4.4867466917003078e-12,5.045727182958529e-13,2.2530631641469088e-12,2.2007960494796051e-12,4.2454999696556289e-12,2.9723357567443965e-13,6.9150041171195236e-14,1.5850138238611825e-13,2.7637960907174304e-13,2.1974128520813349e-14,2.7666945805268832e-14,1.0295862014338189e-13,2.1795944860177721e-14,8.9899771930166528e-14,4.9746283167141502e-15,1.3647203232631463e-16,2.1629373683618048e-14,1.0847047153218682e-16,2.7228088970914684e-14,2.6651593159341237e-14,2.7228088970914684e-14,1.0687509789282127e-13,5.3170407878309387e-14
1.8087935899999997e-07,0.30007358886387653,89.099999999999994,0.0,0.0,0.0,0.99999999997148303,10.999999999967116,6.8082930618959901e-12,1.2448974297401367e-12,5.7236116805918708e-12,4.9271738591455678e-12,5.6124939086758821e-12,2.640110849361728e-13,6.8637233724083536e-13,6.9460527049815192e-14,5.1820305133840207e-14,2.0528329355678112e-14,3.148299225423335e-13,3.6890033188607241e-12,2.7607860878480807e-13,1.0610192546849621e-13,7.0074579976514805e-12,6.012719551374838e-12,5.113181371987297e-12,5.4616239450514596e-13,2.4623995092830108e-12,2.5294689022049621e-12,4.8369933277859926e-12,3.2783466088409545e-13,8.2369494617610546e-14,1.865418202952637e-13,3.3634982345182498e-13,2.5059593212212788e-14,3.2944612371253201e-14,1.2508536755389812e-13,2.5340640881837898e-14,1.0640479798339999e-13,5.5370993703033834e-15,1.4158624083453387e-16,2.4380147705547934e-14,1.3181711604935221e-16,3.5735997560201805e-14,3.5880655854480718e-14,3.5735997560201805e-14,1.24910177933844e-13,6.6544597824428093e-14
1.9597885339999996e-07,0.30007358886387275,89.099999999999994,0.0,0.0,0.0,0.99999999996909283,10.999999999963102,7.0904530534767085e-12,1.3879288706745014e-12,5.904973627906155e-12,5.0762271294489796e-12,5.792507932811058e-12,2.6857445585822131e-13,7.0678937405576919e-13,7.5453291452725573e-14,5.6320382423215129e-14,2.2122469495405556e-14,3.4439656972524974e-13,4.0582618726270434e-12,3.0254696388866002e-13,1.1545557704017652e-13,7.8613718684979326e-12,6.8325753064203029e-12,5.752031101652626e-12,5.8736742646025598e-13,2.6698307554448499e-12,2.8705177667826679e-12,5.4414132305096604e-12,3.5872127451582029e-13,9.6454350534402645e-14,2.1667283323524886e-13,4.0112759441631665e-13,2.8205779290771365e-14,3.8551991037326997e-14,1.4890067932924708e-13,2.906388514475448e-14,1.2389766201795022e-13,6.1096586477597717e-15,1.4618265297772039e-16,2.7183412651902313e-14,1.5694929497384073e-16,4.5774113433278042e-14,4.6975215788025655e-14,4.5774113433278042e-14,1.4408482161636238e-13,8.1637630958509738e-14
2.1107834779999995e-07,0.300073588863869,89.099999999999994,0.0,0.0,0.0,0.99999999996670108,10.999999999959002,7.3494244864708712e-12,1.5373102461914135e-12,6.0668117923342768e-12,5.2123831753605537e-12,5.9533263226682864e-12,2.730972647796146e-13,7.2696123483228847e-13,8.1555329663952111e-14,6.0915015481449045e-14,2.3742532681592013e-14,3.7450494670017161e-13,4.4297022104108108e-12,3.2957701815424613e-13,1.2496244016862753e-13,8.7275822777256098e-12,7.6771373330564958e-12,6.4004411212673317e-12,6.2820643368026367e-13,2.8754350500503967e-12,3.222868815962835e-12,6.0564559538657978e-12,3.898849465471044e-13,1.1132402179348358e-13,2.4887388596466373e-13,4.7030492030153581e-13,3.140059500556834e-14,4.4452664651517315e-14,1.7423582914651059e-13,3.2951757068711672e-14,1.4230231683152606e-13,6.6922748370479351e-15,1.5033871933248466e-16,3.0038000968975013e-14,1.8368877715036174e-16,5.7429954780581914e-14,6.0065774641765199e-14,5.7429954780581914e-14,1.6436581753990231e-13,9.8477475134143999e-14
2.2617784219999995e-07,0.300073588863865,89.099999999999994,0.0,0.0,0.0,0.99999999996430733,10.999999999954827,7.5879422184001684e-12,1.6931082398424196e-12,6.2119471068129398e-12,5.3379470045301913e-12,6.097712774330486e-12,2.7758891306553361e-13,7.469542047462986e-13,8.7767680220548472e-14,6.5605126163121382e-14,2.5388890432108788e-14,4.0516190942958711e-13,4.8030988471031805e-12,3.5717603459490825e-13,1.3462550662961399e-13,9.6035666851516396e-12,8.5433027962609099e-12,7.0559964113524458e-12,6.6869652645357008e-13,3.0792854659309756e-12,3.5856091134984244e-12,6.6802099872930145e-12,4.2131753725059698e-13,1.2690182573932214e-13,2.8312722384163063e-13,5.4348342997066005e-13,3.4634138018860225e-14,5.0611943535531064e-14,2.0092639945038667e-13,3.6991315344675858e-14,1.6154799493591354e-13,7.2849470941989227e-15,1.5411983640991708e-16,3.2943337049465897e-14,2.1186184045428519e-16,7.0781018594273629e-14,7.5269238175874332e-14,7.0781018594273629e-14,1.857239063257594e-13,1.170864527086813e-13
2.4127733659999994e-07,0.3000735888638608,89.099999999999994,0.0,0.0,0.0,0.99999999996191191,10.999999999950587,7.8084261127122226e-12,1.8553822148334028e-12,6.3427838235325569e-12,5.4547957301811012e-12,6.2280304770939879e-12,2.8204793880603298e-13,7.6681597140447737e-13,9.4090949375165074e-14,7.0391336258984982e-14,2.7061700494245083e-14,4.3637266971481628e-13,5.1782731739763302e-12,3.8534985897716953e-13,1.4444673421426434e-13,1.0487256741597088e-11,9.4283374717301154e-12,7.7166554507087631e-12,7.0885258779626842e-13,3.2814607203558979e-12,3.9579620287559151e-12,7.3110896003138559e-12,4.5301210975203438e-13,1.4311568104035584e-13,3.1941740277068612e-13,6.2028103381177871e-13,3.7898293532530853e-14,5.6997194212382179e-14,2.2881492402214441e-13,4.1170535993317983e-14,1.8156875307208901e-13,7.8876962690016664e-15,1.5758127026560373e-16,3.5899201080337382e-14,2.4130207609125359e-16,8.5895329959747382e-14,9.2689403126557353e-14,8.5895329959747382e-14,2.081332133959373e-13,1.3748224974579817e-13
2.5637683099999996e-07,0.30007358886385643,89.099999999999994,0.0,0.0,0.0,0.99999999995951472,10.999999999946288,8.0130157635286626e-12,2.0241839985455986e-12,6.4613706191971615e-12,5.5644581842158434e-12,6.3462999131296925e-12,2.8647097687772195e-13,7.8657574549190195e-13,1.0052548706889907e-13,7.5274067509851037e-14,2.8760987548191826e-14,4.6814098958521845e-13,5.5550881913864129e-12,4.141031218541867e-13,1.5442727633453073e-13,1.1376955858229874e-11,1.032983329237956e-11,8.3806942128280812e-12,7.4868819349427738e-13,3.4820365584996629e-12,4.3392663754782771e-12,7.9477800024639096e-12,4.8496215298765603e-13,1.5989848716438597e-13,3.5773087584930656e-13,7.0033621087143774e-13,4.1186407168621981e-14,6.3578024051215445e-14,2.5775259681356535e-13,4.5478230742297174e-14,2.0230322647710769e-13,8.5005530045383009e-15,1.607697539156102e-16,3.8905588274659305e-14,2.7185220349975628e-16,1.0283206362276048e-13,1.1241762316474643e-13,1.0283206362276048e-13,2.3157076560662909e-13,1.5967873479099211e-13
2.714763254e-07,0.3000735888638521,89.099999999999994,0.0,0.0,0.0,0.99999999995711575,10.999999999941943,8.2036017546240912e-12,2.1995578799313046e-12,6.569453260156432e-12,5.6681808344584216e-12,6.4542487371127712e-12,2.9086069154766729e-13,8.0625650134792841e-13,1.0707155346139601e-13,8.0253693729585035e-14,3.0486738437581616e-14,5.0046932372048397e-13,5.933431992428145e-12,4.4343933874697442e-13,1.6456765771611744e-13,1.227127069397058e-11,1.1245670414552669e-11,9.0466580534083156e-12,7.8821669043861805e-13,3.6810778828917109e-12,4.728958566997795e-12,8.5891910949064135e-12,5.1716089223549056e-13,1.7718830525418789e-13,3.9805564744405072e-13,7.8331078349617378e-13,4.4493015221515968e-14,7.0326374321682708e-14,2.8760037568034542e-13,4.9903984513487899e-14,2.236943835580493e-13,9.1235420510766306e-15,1.6372484435130791e-16,4.1962585681808833e-14,3.0336524399044969e-16,1.2164218716236619e-13,1.3453355763505117e-13,1.2164218716236619e-13,2.5601607325659015e-13,1.8368664218879464e-13
3.0167531419999997e-07,0.3000735888638432,89.099999999999994,0.0,0.0,0.0,0.99999999995231226,10.999999999933127,8.5492379334626708e-12,2.5701628619379526e-12,6.7598222906476725e-12,5.8616689870960699e-12,6.644867274521162e-12,2.9954593400383339e-13,8.4545959573314248e-13,1.2049846127297034e-13,9.050457812319237e-14,3.4017296049305843e-14,5.6681108620048382e-13,6.6943470517114451e-12,5.0387054928922826e-13,1.8532799676484981e-13,1.4069388783420093e-11,1.3113140904959508e-11,1.0379664271860017e-11,8.664014290121777e-13,4.074799560084827e-12,5.5316582828534459e-12,9.8827289660713657e-12,5.822789321234167e-13,2.1306670994488686e-13,4.8469747634825502e-13,9.5678775489856149e-13,5.1144633683302243e-14,8.4224977163615823e-14,3.4952112014052337e-13,5.9071617028390839e-14,2.682382470659805e-13,1.0399971167583892e-14,1.6906341660966883e-16,4.8228801984162672e-14,3.6874603177349194e-16,1.6504932846524914e-13,1.8619366429666533e-13,1.6504932846524914e-13,3.0785844874157412e-13,2.3716702207911478e-13
3.2885440412e-07,0.30007358886383484,89.099999999999994,0.0,0.0,0.0,0.99999999994798294,10.999999999925071,8.8272138359560412e-12,2.9264825212798753e-12,6.9079970926188856e-12,6.0239088630193302e-12,6.7938505022408473e-12,3.0727796865653845e-13,8.8066818100563778e-13,1.3296382955303823e-13,1.0006363758704901e-13,3.7284308592095709e-14,6.2844085619399758e-13,7.3835865105914553e-12,5.6027223527387984e-13,2.0455717439847458e-13,1.5693941316370912e-11,1.4826433569758811e-11,1.1575554027876382e-11,9.3583669723560833e-13,4.4244627524623982e-12,6.2786369363805648e-12,1.1055492251090486e-11,6.4167212264245967e-13,2.4657365296099455e-13,5.694568936667383e-13,1.1200195481714274e-12,5.7156966522103182e-14,9.707237799242764e-14,4.0718033573438675e-13,6.7635941924381612e-14,3.1007899754085334e-13,1.1583436298690771e-14,1.7335638274745633e-16,5.404198701696815e-14,4.2963218929524699e-16,2.1088889763746372e-13,2.4144244746096853e-13,2.1088889763746372e-13,3.5779686094053544e-13,2.9155574127222459e-13
3.5603349404e-07,0.30007358886382646,89.099999999999994,0.0,0.0,0.0,0.99999999994364752,10.999999999916929,9.080504299544152e-12,3.3044698097958535e-12,7.0395606398174526e-12,6.1780889119944559e-12,6.9268037170385616e-12,3.1493000621451318e-13,9.1587837643553762e-13,1.4578872181681806e-13,1.0993853551350114e-13,4.0635154494535424e-14,6.9188768753406685e-13,8.0766927457563082e-12,6.1858646986643571e-13,2.2429877383474815e-13,1.7320705667016369e-11,1.6563208425895005e-11,1.2763635333937155e-11,1.004449430472461e-12,4.7699926971052595e-12,7.0471281753162801e-12,1.2233416756333968e-11,7.0177680092788605e-13,2.8098630768589667e-13,6.6059404769809179e-13,1.2885837259689985e-12,6.3179308208025322e-14,1.1012933330153228e-13,4.6609796024211059e-13,7.645121559325808e-14,3.5332659990772577e-13,1.2799622960930488e-14,1.7728316971144046e-16,6.0019234327766965e-14,4.9185094539324659e-16,2.6328365251210516e-13,3.0521893673868706e-13,2.6328365251210516e-13,4.1076258066419698e-13,3.5188685113372547e-13
3.8321258396e-07,0.30007358886381796,89.099999999999994,0.0,0.0,0.0,0.99999999993930622,10.999999999908717,9.3141991887806686e-12,3.7041552946057181e-12,7.1583425049082593e-12,6.3263639623675751e-12,7.0476041680952536e-12,3.2249431149680641e-13,9.5111821342786124e-13,1.5897096143222277e-13,1.2012891860582757e-13,4.4068752165820272e-14,7.571435251339595e-13,8.7734667992281423e-12,6.7881423901718691e-13,2.4454777451656305e-13,1.8947160310883612e-11,1.8317869878520991e-11,1.3941000267658333e-11,1.0722891872121557e-12,5.1116596177163094e-12,7.8358613335301289e-12,1.3414476595919786e-11,7.6256273114667098e-13,3.1611016732097461e-13,7.5806965354648732e-13,1.4613678239423753e-12,6.9201796128986435e-14,1.2330849986088664e-13,5.2582154925091713e-13,8.547867463799838e-14,3.9776832780794373e-13,1.4048321116850568e-14,1.8092873285116125e-16,6.6159782108745985e-14,5.5492381923719483e-16,3.2231673218205955e-13,3.7767332161372452e-13,3.2231673218205955e-13,4.6668935363289741e-13,4.1816380837720181e-13
