Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23)
0.0,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1633201318852505e-20,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999999967,9.5,7.0975272752983404e-27,2.101280340126098e-26,1.8304864486790468e-16,0.0,0.0,1.830486448679035e-16,2.2034973039553926e-17,5.4773165381582108e-30,9.2042101930583943e-19,0.0,1.6779981554333387e-26,9.3751813459694282e-32,0.0,1.986180381771296e-34,7.2697365596442309e-44,0.0,0.0,1.6778863047463982e-26,0.0,0.0,0.0
1.16572963692787e-19,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999999889,9.5,4.286906339193252e-26,1.2691732854425805e-25,5.1253620557577551e-16,0.0,0.0,5.125362055757617e-16,6.1697924510750464e-17,3.3082991887547821e-29,2.5771787567322642e-18,0.0,1.0135108857634914e-25,5.662609532463686e-31,0.0,1.199652951142564e-33,1.0986025886758205e-42,0.0,0.0,1.0133781044542158e-25,0.0,0.0,0.0
2.6645248844065602e-19,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999999745,9.5,2.0639607290263512e-25,6.1105226291829898e-25,1.1715113267741394e-15,0.0,0.0,1.1715113267740065e-15,1.4102382745314149e-16,1.5928036488572989e-28,5.8906938422888136e-18,0.0,4.8796186342264747e-25,2.7263027346551352e-30,0.0,5.7758125582932021e-33,1.1818265323101803e-41,0.0,0.0,4.8783151452035152e-25,0.0,0.0,0.0
5.66211537936394e-19,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999999467,9.5,9.0138575457816241e-25,2.6686254120597292e-24,2.4894615683017743e-15,0.0,0.0,2.4894615683006099e-15,2.9967563333791515e-16,6.956191998924639e-28,1.2517722456217076e-17,0.0,2.1310576555675443e-24,1.1906480301602507e-29,0.0,2.5224490931340453e-32,1.0863021930833747e-40,0.0,0.0,2.1299050290257615e-24,0.0,0.0,0.0
1.16572963692787e-18,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999999998912,9.5,3.7631070769011109e-24,1.1140982784246235e-23,5.1253620478840034e-15,0.0,0.0,5.1253620478742705e-15,6.169792451074292e-16,2.9040732244509129e-27,2.5771773455337195e-17,0.0,8.8967462036124088e-24,4.9707211426321927e-29,0.0,1.0530728458335409e-31,9.2935439524942558e-40,0.0,0.0,8.8870626376321707e-24,0.0,0.0,0.0
2.3647658349108224e-18,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999997791,9.5,1.5373512024283026e-23,4.5514525442891234e-23,1.0397162993182919e-14,0.0,0.0,1.0397162993103405e-14,1.2515864686463241e-15,1.1864086679798685e-26,5.2279850538655191e-17,0.0,3.6346111106289323e-23,2.0307017743350194e-28,0.0,4.302146216785392e-31,7.6840818342564019e-39,0.0,0.0,3.6266800512617338e-23,0.0,0.0,0.0
4.762838230876727e-18,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999999995548,9.5,6.2142126864861699e-23,1.8397679136677473e-22,2.094076482853074e-14,0.0,0.0,2.0940764827888948e-14,2.5208009157235816e-15,4.7956535120191021e-26,1.0529590504578959e-16,0.0,1.4691679175052738e-22,8.2084212283436746e-28,0.0,1.7389963123733938e-30,6.2485676927521476e-38,0.0,0.0,1.4627582417713103e-22,0.0,0.0,0.0
9.558983022808536e-18,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999991063,9.5,2.4987022220957579e-22,7.3976099724090183e-22,4.2027968279910497e-14,0.0,0.0,4.2027968274769074e-14,5.0592298098759658e-15,1.9283111736375461e-25,2.1132761542355072e-16,0.0,5.9074595329482349e-22,3.3005700540264431e-27,0.0,6.9924278984998537e-30,5.0396961485104407e-37,0.0,0.0,5.8560785520123288e-22,0.0,0.0,0.0
1.9151272606672153e-17,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999982103,9.5,1.002087042616912e-21,2.9667597179575511e-21,8.4202374318676366e-14,0.0,0.0,8.4202374277765623e-14,1.0136087598172216e-14,7.733390173454172e-25,4.2338944164503197e-16,0.0,2.3691554526089644e-21,1.3236761972726567e-26,0.0,2.8042764999450249e-29,4.0481579125118095e-36,0.0,0.0,2.3282579983408421e-21,0.0,0.0,0.0
3.8335851774399384e-17,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999964173,9.5,4.0135405391534801e-21,1.1882411299177074e-20,1.6855118304322866e-13,0.0,0.0,1.6855118272070403e-13,2.0289803174730626e-14,3.0973897130543786e-24,8.4750671604774557e-16,0.0,9.488978957757586e-21,5.3016089193427467e-26,0.0,1.1231734379414364e-28,3.2450994640126099e-35,0.0,0.0,9.1665075556472814e-21,0.0,0.0,0.0
7.670501010985385e-17,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999928313,9.5,1.6064345655369222e-20,4.7559794268205995e-20,3.372487878566853e-13,0.0,0.0,3.3724878535436363e-13,4.0597234327711113e-14,1.239763033900183e-23,1.6957157534594785e-15,0.0,3.798064240708158e-20,2.1220251043232693e-25,0.0,4.4956219077870825e-28,2.5987112088830294e-34,0.0,0.0,3.5478533855142056e-20,0.0,0.0,0.0
1.534433267807628e-16,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999999856604,9.5,6.4276098069652671e-20,1.9029458567046812e-19,6.7464395247161456e-13,0.0,0.0,6.7464393361282667e-13,8.1212096633126765e-14,4.9606666046423637e-23,3.3920317888462015e-15,0.0,1.5197202236540251e-19,8.490863662144875e-25,0.0,1.7988352105203799e-27,2.0800218587450981e-33,0.0,0.0,1.3311408729561491e-19,0.0,0.0,0.0
3.0691996012258067e-16,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999713185,9.5,2.5712857053557319e-19,7.6124992436663172e-19,1.3494341371704121e-12,0.0,0.0,1.3494340020944297e-12,1.6244182124177666e-13,1.9845893934041136e-22,6.7842557509710455e-15,0.0,6.079868929493082e-19,3.3968976999114215e-24,0.0,7.1965190986250572e-27,1.6644383617133766e-32,0.0,0.0,4.7291432203007678e-19,0.0,0.0,0.0
6.138732268062164e-16,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999999426348,9.5,1.0284565996221201e-18,3.0448289237012067e-18,2.6990141189486631e-12,0.0,0.0,2.6990132269171563e-12,3.2490127045035097e-13,7.9390020792937144e-22,1.3567071633318794e-14,0.0,2.4321442642154776e-18,1.3588691407160133e-23,0.0,2.8788474633517118e-26,1.3317185734980778e-31,0.0,0.0,1.5401264045323203e-18,0.0,0.0,0.0
1.227779760173488e-15,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999998852662,9.5,4.1128630602961529e-18,1.2176463654190019e-17,5.39817330059249e-12,0.0,0.0,5.3981680280071912e-12,6.4982016883259775e-13,3.1757292880993156e-21,2.7126178370435261e-14,0.0,9.7289630265872479e-18,5.4356935391721167e-23,0.0,1.1515902765083804e-25,1.0654414505336831e-30,0.0,0.0,4.4564323159554613e-18,0.0,0.0,0.0
2.455592826908031e-15,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999997705302,9.5,1.6442747825848541e-17,4.8680084491311926e-17,1.0796490609274129e-11,0.0,0.0,1.0796463036017605e-11,1.2996579654574839e-12,1.2703172689685668e-20,5.4218316830427799e-14,0.0,3.8916564626441866e-17,2.1743182892703811e-22,0.0,4.6064902876629035e-25,8.5237912839677609e-30,0.0,0.0,1.1343526456871649e-17,0.0,0.0,0.0
4.911218960377117e-15,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999995410582,9.5,6.5699457746238974e-17,1.9450855708503396e-16,2.1593124370903557e-11,0.0,0.0,2.1592994675775806e-11,2.599333558148826e-12,5.0813198946933134e-20,1.0829849407633778e-13,0.0,1.5566720809558698e-16,8.6973347256255455e-22,0.0,1.8426432294603939e-24,6.8191278184042015e-29,0.0,0.0,2.597295376448199e-17,0.0,0.0,0.0
7.366845093846203e-15,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999993115862,9.5,1.3950585203214995e-16,4.1301835531872136e-16,3.2389757958627547e-11,0.0,0.0,3.2389467939687419e-11,3.8990091502817381e-12,1.0797836435050877e-19,1.6227477164608039e-13,0.0,3.3079287580612441e-16,1.8481852070756357e-21,0.0,3.9156776980148151e-24,2.0244355858643019e-28,0.0,0.0,4.0775791706119905e-17,0.0,0.0,0.0
9.82247122731529e-15,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999990821142,9.5,2.3781476544882181e-16,7.0406984270105328e-16,4.3186391510695487e-11,0.0,0.0,4.3185882828168476e-11,5.19868474185622e-12,1.8419866883666445e-19,2.1614734915332428e-13,0.0,5.6429315173297572e-16,3.1527852667915445e-21,0.0,6.6797785033695459e-24,4.4111447673462595e-28,0.0,0.0,5.5613790867858386e-17,0.0,0.0,0.0
1.4733723494253463e-14,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999986231691,9.5,4.9179255096359082e-16,1.4559916132408417e-15,6.4779658599861471e-11,0.0,0.0,6.4778575602859563e-11,7.7980359236945808e-12,3.8136052255786419e-19,3.2364974417776284e-13,0.0,1.1682940445996049e-15,6.5274300600637767e-21,0.0,1.3829975691921962e-23,1.2804197559352658e-27,0.0,0.0,8.5303597811387996e-17,0.0,0.0,0.0
1.9644975761191634e-14,0.3481946479036531,76.950000000000003,0.0,0.0,0.0,0.99999999981642262,9.5,8.3548434440521784e-16,2.4735189584795777e-15,8.6372925682942722e-11,0.0,0.0,8.6371053713728438e-11,1.0397387103479403e-11,6.4859491876195911e-19,4.3077244974334004e-13,0.0,1.986955735670689e-15,1.1101423900729089e-20,0.0,2.3521735371189888e-23,2.8001324905977819e-27,0.0,0.0,1.1499766985984821e-16,0.0,0.0,0.0
2.4556228028129804e-14,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999977052823,9.5,1.2749850552623772e-15,3.7746963507895514e-15,1.079661927631599e-10,0.0,0.0,1.0796330183042561e-10,1.2996738281063989e-11,9.9090703904178133e-19,5.374896708494708e-13,0.0,3.0356083583922071e-15,1.6960422776117564e-20,0.0,3.5936777114322944e-23,5.2534247947918912e-27,0.0,0.0,1.4469265641508818e-16,0.0,0.0,0.0
3.4378732562006145e-14,0.34819464790365307,76.950000000000003,0.0,0.0,0.0,0.99999999967873954,9.4999999999999964,2.4453217726572331e-15,7.2395728354997699e-15,1.511527269193253e-10,0.0,0.0,1.5114709365325225e-10,1.8195440629494276e-11,1.9054803980542687e-18,7.4969111786584172e-13,0.0,5.8373142479885698e-15,3.2614072200398759e-20,0.0,6.9108951821065298e-23,1.4374278013192851e-26,0.0,0.0,2.0408092723693073e-16,0.0,0.0,0.0
5.402374162975883e-14,0.348194647903653,76.950000000000003,0.0,0.0,0.0,0.99999999949516238,9.4999999999999858,5.9323255879985131e-15,1.7563129588236776e-14,2.3752579520886847e-10,0.0,0.0,2.3751187699715869e-10,2.8592845299564146e-11,4.6487980020520981e-18,1.1692424890201207e-12,0.0,1.4240988323166156e-14,7.9567237880306687e-20,0.0,1.6862432445833686e-22,5.7086707909746771e-26,0.0,0.0,3.228565177725488e-16,0.0,0.0,0.0
7.366875069751152e-14,0.348194647903653,76.950000000000003,0.0,0.0,0.0,0.99999999931158567,9.4999999999999734,1.0933097816966617e-14,3.2368320132043159e-14,3.2389886346683552e-10,0.0,0.0,3.23872923541202e-10,3.8990249933882382e-11,8.6120581081540237e-18,1.582387258537616e-12,0.0,2.6381409615786936e-14,1.4739887576471808e-19,0.0,3.1241490035857761e-22,1.4292340258503024e-25,0.0,0.0,4.4163200557640116e-16,0.0,0.0,0.0
1.129587688330169e-13,0.34819464790365284,76.950000000000003,0.0,0.0,0.0,0.99999999894443348,9.4999999999999378,2.5357131112194554e-14,7.5071837022461148e-14,4.9664499988767238e-10,0.0,0.0,4.9658381070285637e-10,5.9785059095296291e-11,2.0197302878574006e-17,2.3899598498692808e-12,0.0,6.1868020748027239e-14,3.4567404581859208e-19,0.0,7.3285021982352281e-22,5.2244139550684182e-25,0.0,0.0,6.7918307069941903e-16,0.0,0.0,0.0
1.4652357295561452e-13,0.34819464790365273,76.950000000000003,0.0,0.0,0.0,0.99999999863078259,9.4999999999998952,4.2271289295934366e-14,1.2514756999526274e-13,6.4421912947859283e-10,0.0,0.0,6.4411599416575463e-10,7.7549715996535377e-11,3.3958214348130568e-17,3.0604214451506206e-12,0.0,1.0401684816776471e-13,5.8117591231169059e-19,0.0,1.232369879568006e-21,1.1198466514214897e-24,0.0,0.0,8.8211896786609093e-16,0.0,0.0,0.0
1.8008837707821214e-13,0.34819464790365245,76.950000000000003,0.0,0.0,0.0,0.99999999831713293,9.4999999999998419,6.3291069696821693e-14,1.8737832952002099e-13,7.9179325897706798e-10,0.0,0.0,7.9163727570730832e-10,9.5314372793442496e-11,5.1279216026074027e-17,3.7135071421083419e-12,0.0,1.5706744331187705e-13,8.7759364099489892e-19,0.0,1.8612816729356388e-21,2.0563516577921545e-24,0.0,0.0,1.0850548642175723e-15,0.0,0.0,0.0
2.1365318120080976e-13,0.3481946479036523,76.950000000000003,0.0,0.0,0.0,0.99999999800348438,9.499999999999778,8.831773892446049e-14,2.6147180741081529e-13,9.3936738838309764e-10,0.0,0.0,9.3914765637877091e-10,1.1307902948601833e-10,7.2160285932352149e-17,4.3496348022113049e-12,0.0,2.2101875493201733e-13,1.2349226797923624e-18,0.0,2.6196464327539847e-21,3.402527910836477e-24,0.0,0.0,1.2879907603751547e-15,0.0,0.0,0.0
2.472179853234074e-13,0.348194647903652,76.950000000000003,0.0,0.0,0.0,0.99999999768983694,9.4999999999997033,1.1724766289878549e-13,3.4712118659368598e-13,1.0869415176966822e-09,0.0,0.0,1.0866471372775973e-09,1.3084368607426327e-10,9.6601411287280641e-17,4.9692430277271548e-12,0.0,2.9586968557886137e-13,1.6531583183977639e-18,0.0,3.5075299816490331e-21,5.2342862138209367e-24,0.0,0.0,1.4909266567516824e-15,0.0,0.0,0.0
3.1434759356860263e-13,0.3481946479036512,76.950000000000003,0.0,0.0,0.0,0.99999999706254483,9.4999999999995204,1.8646517021878055e-13,5.520452139003759e-13,1.3820897760465169e-09,0.0,0.0,1.381613403507173e-09,1.6637299893776073e-10,1.5616382175078602e-16,6.1603913604053288e-12,0.0,4.7826665413691859e-13,2.6723334531715841e-18,0.0,5.6720867772405471e-21,1.0622084839604489e-23,0.0,0.0,1.8967984492097829e-15,0.0,0.0,0.0
3.747642409892784e-13,0.34819464790365046,76.950000000000003,0.0,0.0,0.0,0.99999999649798543,9.4999999999993179,2.6115115137166499e-13,7.7315910016449585e-13,1.6477232082452083e-09,0.0,0.0,1.6470457762498473e-09,1.9834938015809761e-10,2.2194535648413831e-16,7.179986697891717e-12,0.0,6.7969026448401325e-13,3.7978475831596419e-18,0.0,8.0637852882767226e-21,1.7869505630173907e-23,0.0,0.0,2.2620830618239002e-15,0.0,0.0,0.0
4.351808884099541e-13,0.34819464790364946,76.950000000000003,0.0,0.0,0.0,0.99999999593342903,9.4999999999990798,3.4698619181708181e-13,1.0272806779673709e-12,1.9133566401443807e-09,0.0,0.0,1.9124428502057158e-09,2.3032576104040358e-10,2.9926144204459153e-16,8.1523967584787495e-12,0.0,9.1641216401375866e-13,5.1206290495240267e-18,0.0,1.0876149861238676e-20,2.7865847759167118e-23,0.0,0.0,2.6273676741649276e-15,0.0,0.0,0.0
4.955975358306298e-13,0.3481946479036484,76.950000000000003,0.0,0.0,0.0,0.99999999536887552,9.4999999999988098,4.4344484278418383e-13,1.3128543137347414e-12,2.1789900717440345e-09,0.0,0.0,2.1778046316568732e-09,2.6230214158467858e-10,3.881120807333908e-16,9.0798453571728309e-12,0.0,1.1884260706599863e-12,6.6406511997689236e-18,0.0,1.4109574307961375e-20,4.1062339383871365e-23,0.0,0.0,2.9926522859151775e-15,0.0,0.0,0.0
5.560141832513055e-13,0.34819464790364707,76.950000000000003,0.0,0.0,0.0,0.99999999480432478,9.4999999999985025,5.5003692639225149e-13,1.6284287962145996e-12,2.4446235030441699e-09,0.0,0.0,2.443131126791064e-09,2.9427852179092266e-10,4.8849727526462945e-16,9.9644070347996853e-12,0.0,1.4957257967039631e-12,8.3578877835191762e-18,0.0,1.7764446566467186e-20,5.7903568989731487e-23,0.0,0.0,3.3579368974931433e-15,0.0,0.0,0.0
6.164308306719812e-13,0.3481946479036457,76.950000000000003,0.0,0.0,0.0,0.99999999423977648,9.4999999999981597,6.6629674874172504e-13,1.9726254009609549e-12,2.7102569340447878e-09,0.0,0.0,2.7084223417748361e-09,3.2625490165913586e-10,6.0041702628883212e-16,1.0808052710580533e-11,0.0,1.8383051756235319e-12,1.0272312631869363e-17,0.0,2.1841152722802746e-20,7.8832183819902233e-23,0.0,0.0,3.7232215083731498e-15,0.0,0.0,0.0
6.768474780926569e-13,0.34819464790364424,76.950000000000003,0.0,0.0,0.0,0.99999999367523085,9.4999999999977813,7.9177797720217191e-13,2.3441227241306318e-12,2.9758903647458877e-09,0.0,0.0,2.9736782827860231e-09,3.582312811893183e-10,7.2387133328406603e-16,1.1612671362578459e-11,0.0,2.2161580296130653e-12,1.2383899523200321e-17,0.0,2.634007924987893e-20,1.0429141455310942e-22,0.0,0.0,4.0885061190788343e-15,0.0,0.0,0.0
7.976807729340083e-13,0.34819464790364085,76.950000000000003,0.0,0.0,0.0,0.99999999254614635,9.499999999996918,1.0687166543833355e-12,3.16402207095313e-12,3.5071572252495356e-09,0.0,0.0,3.504084367630853e-09,4.2218403923559111e-10,1.0053836152473648e-15,1.3111971575101429e-11,0.0,3.0776594226967197e-12,1.7198454434573637e-17,0.0,3.6606141331498588e-20,1.7057735896248359e-22,0.0,0.0,4.8190753390976791e-15,0.0,0.0,0.0
1e-12,0.3481946479036323,76.950000000000003,0.0,0.0,0.0,0.99999999065566425,9.4999999999951612,1.6026054009178057e-12,4.744642874812593e-12,4.3966926831700923e-09,0.0,0.0,4.3918628607436483e-09,5.2926439509155155e-10,1.5800388365110285e-15,1.5325282149331081e-11,0.0,4.8358376032337414e-12,2.7024705421190771e-17,0.0,5.7588534262712267e-20,3.3584673154004828e-22,0.0,0.0,6.0423159998442172e-15,0.0,0.0,0.0
1.0393473626167113e-12,0.3481946479036323,76.950000000000003,0.0,0.0,0.0,0.99999999028800279,9.4999999999947722,1.7157193364089836e-12,5.0795258271133886e-12,4.5696909426626255e-09,0.0,0.0,4.564473521666795e-09,5.5008955127177145e-10,1.7068228361184275e-15,1.5716445079949046e-11,0.0,5.2236718935636026e-12,2.9192354237852286e-17,0.0,6.2221922639218228e-20,3.7703814260847988e-22,0.0,0.0,6.2802137742618546e-15,0.0,0.0,0.0
1.2456292214000665e-12,0.34819464790362326,76.950000000000003,0.0,0.0,0.0,0.99999998836051873,9.4999999999924931,2.3527168955205519e-12,6.9654086077983764e-12,5.4766488701922387e-09,0.0,0.0,5.4691549501369214e-09,6.5926718220581068e-10,2.4515555155302592e-15,1.7580981736715879e-11,0.0,7.5014053671381178e-12,4.1923418141868299e-17,0.0,8.9464581015184428e-20,6.4883953748459434e-22,0.0,0.0,7.5274128656749968e-15,0.0,0.0,0.0
1.4519110801834217e-12,0.3481946479036125,76.950000000000003,0.0,0.0,0.0,0.99999998643305221,9.4999999999898037,3.0554605265426243e-12,9.0459379504421165e-12,6.383606794230195e-09,0.0,0.0,6.3734259193958926e-09,7.6844480919923386e-10,3.3307533273947696e-15,1.9167266518232229e-11,0.0,1.0189592255230293e-11,5.6949731978848009e-17,0.0,1.2167622645828368e-19,1.0273267699512439e-21,0.0,0.0,8.7746119520638065e-15,0.0,0.0,0.0
1.6375647530884414e-12,0.34819464790360144,76.950000000000003,0.0,0.0,0.0,0.99999998469834528,9.4999999999870308,3.7360461833285934e-12,1.1060866818608426e-11,7.1998689228789806e-09,0.0,0.0,7.1869190521370649e-09,8.6670467012408871e-10,4.2369990479526671e-15,2.0391283651792429e-11,0.0,1.2959695091147663e-11,7.2434991431433708e-17,0.0,1.549278744382803e-19,1.473766381875628e-21,0.0,0.0,9.8970911259853329e-15,0.0,0.0,0.0
1.823218425993461e-12,0.3481946479035891,76.950000000000003,0.0,0.0,0.0,0.99999998296364911,9.4999999999839293,4.455832589629706e-12,1.3191852675347459e-11,8.0161310486995001e-09,0.0,0.0,8.0000800908604429e-09,9.6496452785704745e-10,5.2521615261237153e-15,2.1449394566662076e-11,0.0,1.6061887251175191e-11,8.9777799292610384e-17,0.0,1.9222800542192659e-19,2.0337733738062002e-21,0.0,0.0,1.1019570295952812e-14,0.0,0.0,0.0
2.0088720988984807e-12,0.3481946479035754,76.950000000000003,0.0,0.0,0.0,0.99999998122896194,9.4999999999804938,5.2094764273286932e-12,1.5423076195308476e-11,8.8323931716917475e-09,0.0,0.0,8.8129092144395395e-09,1.0632243823981102e-09,6.3762407597283545e-15,2.2364213362773321e-11,0.0,1.9495989862540947e-11,1.0897739639157261e-16,0.0,2.3358778236475748e-19,2.7202023944203876e-21,0.0,0.0,1.2142049461836719e-14,0.0,0.0,0.0
2.1945257718035e-12,0.3481946479035605,76.950000000000003,0.0,0.0,0.0,0.99999997949428265,9.4999999999767262,5.9923911730817649e-12,1.774095860526259e-11,9.6486552918556957e-09,0.0,0.0,9.6254066016567145e-09,1.1614842337472785e-09,7.6092367471026073e-15,2.3155151217780457e-11,0.0,2.3261824143641954e-11,1.3003302394644726e-16,0.0,2.7901835779482483e-19,3.5459046568382222e-21,0.0,0.0,1.3264528624062349e-14,0.0,0.0,0.0
2.3801794447085197e-12,0.3481946479035441,76.950000000000003,0.0,0.0,0.0,0.99999997775961025,9.4999999999726263,6.8006095426297834e-12,2.0133754439363178e-11,1.0464917409191333e-08,0.0,0.0,1.0437572431205336e-08,1.2597440819045532e-09,8.9511494871930803e-15,2.3838998553052068e-11,0.0,2.7359211401848322e-11,1.529439235553648e-16,0.0,3.285308739827764e-19,4.5237281159096856e-21,0.0,0.0,1.4387007782539556e-14,0.0,0.0,0.0
2.5658331176135392e-12,0.3481946479035265,76.950000000000003,0.0,0.0,0.0,0.9999999760249435,9.4999999999681979,7.6307147843543612e-12,2.2591348128162985e-11,1.1281179523698633e-08,0.0,0.0,1.1249406881683627e-08,1.3580039268699349e-09,1.0401978979418197e-14,2.4430215814484467e-11,0.0,3.1787973039674717e-11,1.7770933722208142e-16,0.0,3.821364625304194e-19,5.6665169949412786e-21,0.0,0.0,1.5509486936738823e-14,0.0,0.0,0.0
2.7514867905185587e-12,0.3481946479035075,76.950000000000003,0.0,0.0,0.0,0.99999997429028198,9.4999999999634355,8.479743967264956e-12,2.5104967674879786e-11,1.2097441635377583e-08,0.0,0.0,1.2060910131594311e-08,1.4562637686434241e-09,1.1961725223232811e-14,2.4941342779055489e-11,0.0,3.6547930555135766e-11,2.0432850735569558e-16,0.0,4.3984624425931053e-19,6.9871116628715882e-21,0.0,0.0,1.6631966087025217e-14,0.0,0.0,0.0
2.9371404634235783e-12,0.3481946479034872,76.950000000000003,0.0,0.0,0.0,0.99999997255562456,9.4999999999583462,9.3451442250714666e-12,2.7667055112435109e-11,1.2913703744228152e-08,0.0,0.0,1.2872082359342863e-08,1.5545236072250221e-09,1.3630388218041478e-14,2.5383183739553033e-11,0.0,4.1638905543505812e-11,2.3280067677776035e-16,0.0,5.0167132908637353e-19,8.4983484883123045e-21,0.0,0.0,1.7754445233877396e-14,0.0,0.0,0.0
